company_code1|company_code2|company_code3|company_code4|pol_no|app_no|ins_date|app_name|app_cst_no|app_id_type|app_id_no|ins_no|renew_date|pay_date|cur_code|pre_amt|usd_amt|tsf_flag|acc_name|acc_no|acc_bank|receipt_no|endorse_no|pt
"99730000"|"F1008933000019"|""|""|"P997302001201800000020"|"T997302001201800000039"|"20180907"|"大胖"|"11200022345678000000000000"|"13"|"2345678"|"11"|""|""|"CNY"|"9752.00"|"-9999.00"|"11"|"waterm"|"null"|"null"|"T997302001201800000039"|"P997302001201800000020-01"|"20191013000000"
"99730000"|"F1008933000019"|""|""|"P997302001201800000021"|"T997302001201800000041"|"20180907"|"大胖"|"11200022345678000000000000"|"13"|"2345678"|"11"|""|""|"CNY"|"9752.00"|"-9999.00"|"11"|"waterm"|"null"|"null"|"T997302001201800000041"|"P997302001201800000021-01"|"20191013000000"
"99730000"|"F1008933000019"|""|""|"P997302001201900000037"|"T997302001201900000102"|"20190430"|"测"|"11200013623221988041103313"|"11"|"362322198804110331"|"11"|""|""|"CNY"|"75546.15"|"-9999.00"|"11"|"许露露"|"null"|"null"|"T997302001201900000102"|"P997302001201900000037-01"|"20191013000000"
"99730000"|"F1008933000019"|""|""|"P997302001201900000032"|"T997302001201900000103"|"20190403"|"许露露"|"11200023495683495003900003"|"13"|"34956834950039"|"11"|""|""|"CNY"|"948.61"|"-9999.00"|"10"|"null"|"null"|"null"|"T997302001201900000103"|"P997302001201900000032-02"|"20191013000000"
"99730000"|"F1008933000019"|""|""|"P997302001201900000017"|"T997302001201900000104"|"20190315"|"许露露"|"11200023495683495003900003"|"13"|"34956834950039"|"11"|""|""|"CNY"|"747.59"|"-9999.00"|"10"|"null"|"null"|"null"|"T997302001201900000104"|"P997302001201900000017-04"|"20191013000000"
"99730000"|"F1008933000019"|""|""|"P997302001201900000051"|"T997302001201900000110"|"20190517"|"魏无羡"|"11200024315145140000000000"|"13"|"431514514"|"11"|""|""|"CNY"|"105.36"|"-9999.00"|"10"|"null"|"null"|"null"|"T997302001201900000110"|"P997302001201900000051-01"|"20191013000000"
"99730000"|"F1008933000019"|""|""|"P997302001201900000058"|"T997302001201900000131"|"20190612"|"魏无羡"|"11200024315145140000000000"|"13"|"431514514"|"11"|""|""|"CNY"|"52880.22"|"-9999.00"|"10"|"null"|"null"|"null"|"T997302001201900000131"|"P997302001201900000058-01"|"20191013000000"
"33640000"|"F1008933000020"|""|""|"P336404003201800000001"|"T336404003201800000002"|"20181221"|"浙分-测试"|"21100026234325435213400008"|"22"|"62343254352134"|"13"|""|""|"CNY"|"9752.00"|"-9999.00"|"10"|"null"|"null"|"null"|"T336404003201800000002"|"P336404003201800000001-01"|"20191013000000"
"99730000"|"F1008933000019"|""|""|"P997304001201800000016"|"T997304001201800000040"|"20180726"|"魏无羡"|"11200024315145140000000000"|"13"|"431514514"|"13"|""|""|"CNY"|"13886.00"|"-9999.00"|"11"|"魏无羡"|"19399901040059741"|"null"|"T997304001201800000040"|"P997304001201800000016-02"|"20191013000000"
"99730000"|"F1008933000019"|""|""|"P997304001201900000001"|"T997304001201900000003"|"20190108"|"山水集团"|"21001111234567890000000000"|"22"|"1234567890"|"13"|""|""|"CNY"|"4876.00"|"-9999.00"|"10"|"null"|"null"|"null"|"T997304001201900000003"|"P997304001201900000001-01"|"20191013000000"
"99730000"|"F1008933000019"|""|""|"P997304001201900000002"|"T997304001201900000005"|"20190108"|"山水集团"|"21001111234567890000000000"|"22"|"1234567890"|"13"|""|""|"CNY"|"4876.00"|"-9999.00"|"10"|"null"|"null"|"null"|"T997304001201900000005"|"P997304001201900000002-01"|"20191013000000"
"99730000"|"F1008933000019"|""|""|"P997304006201900000001"|"T997304006201900000005"|"20190221"|"许褚"|"11200092323452345230000003"|"18"|"232345234523"|"13"|""|""|"CNY"|"372.28"|"-9999.00"|"11"|"许褚"|"null"|"null"|"T997304006201900000005"|"P997304006201900000001-01"|"20191013000000"
"99730000"|"F1008933000019"|""|""|"P997304006201900000003"|"T997304006201900000009"|"20190222"|"许露露"|"11200021244412300000000000"|"13"|"12444123"|"13"|""|""|"CNY"|"5618.00"|"-9999.00"|"10"|"null"|"null"|"null"|"T997304006201900000009"|"P997304006201900000003-01"|"20191013000000"
"99730000"|"F1008933000019"|""|""|"P997304006201900000002"|"T997304006201900000011"|"20190222"|"许露露"|"11200021244412300000000000"|"13"|"12444123"|"13"|""|""|"CNY"|"11660.00"|"-9999.00"|"11"|"软通ZH"|"null"|"null"|"T997304006201900000011"|"P997304006201900000002-01"|"20191013000000"
"99730000"|"F1008933000019"|""|""|"P997304006201900000011"|"T997304006201900000036"|"20190227"|"软通太平"|"11200021244132000000000000"|"13"|"1244132"|"13"|""|""|"CNY"|"2756.00"|"-9999.00"|"10"|"null"|"null"|"null"|"T997304006201900000036"|"P997304006201900000011-02"|"20191013000000"
"99730000"|"F1008933000019"|""|""|"P997302005201900000012"|"T997302005201900000024"|"20190521"|"秋田犬"|"11200035123123245000000000"|"12"|"5123123245"|"11"|""|""|"CNY"|"14628.00"|"-9999.00"|"10"|"null"|"null"|"null"|"T997302005201900000024"|"P997302005201900000012-01"|"20191013000000"
"99730000"|"F1008933000019"|""|""|"P997302005201900000022"|"T997302005201900000048"|"20190802"|"许露露"|"11200038596707540357030006"|"12"|"859670754035703"|"11"|""|""|"CNY"|"1046.01"|"-9999.00"|"10"|"null"|"null"|"null"|"T997302005201900000048"|"P997302005201900000022-01"|"20191013000000"
"99730000"|"F1008933000019"|""|""|"P997304101201900000004"|"T997304101201900000006"|"20190520"|"llxum"|"11200023948568943508300002"|"13"|"39485689435083"|"13"|""|""|"CNY"|"17787.86"|"-9999.00"|"10"|"null"|"null"|"null"|"T997304101201900000006"|"P997304101201900000004-01"|"20191013000000"
"99730000"|"F1008933000019"|""|""|"P997304101201900000009"|"T997304101201900000020"|"20190520"|"llxum"|"11200023948568943508300002"|"13"|"39485689435083"|"13"|""|""|"CNY"|"1655.72"|"-9999.00"|"11"|"llxum"|"null"|"null"|"T997304101201900000020"|"P997304101201900000009-01"|"20191013000000"
"99730000"|"F1008933000019"|""|""|"P997304601201700000002"|"T997304601201700000003"|"20171221"|"shaddock"|"11200031234567800000000000"|"12"|"12345678"|"13"|""|""|"CNY"|"680.00"|"-9999.00"|"11"|"shaddock"|"19399901040059741"|"0"|"T997304601201700000003"|"P997304601201700000002-01"|"20191013000000"
"99730000"|"F1008933000019"|""|""|"P997304602201900000004"|"T997304602201900000005"|"20190712"|"许露露"|"11200033849563409573940501"|"12"|"38495634095739405"|"13"|""|""|"CNY"|"58512.00"|"-9999.00"|"11"|"许露露"|"null"|"null"|"T997304602201900000005"|"P997304602201900000004-01"|"20191013000000"
"33640000"|"F1008933000020"|""|""|"P336404603201800000008"|"T336404603201800000003"|"20181221"|"浙分-测试"|"21100026234325435213400008"|"22"|"62343254352134"|"13"|""|""|"CNY"|"9752.00"|"-9999.00"|"11"|"浙分-测试"|"null"|"null"|"T336404603201800000003"|"P336404603201800000008-01"|"20191013000000"
"99730000"|"F1008933000019"|""|""|"P997304603201800000003"|"T997304603201800000007"|"20180131"|"盛腾"|"21100032345678900000000000"|"21"|"234567890"|"13"|""|""|"CNY"|"5720.00"|"-9999.00"|"11"|"园茶清韵市民茶馆"|"19399901040059741"|"0"|"T997304603201800000007"|"P997304603201800000003-02"|"20191013000000"
"99730000"|"F1008933000019"|""|""|"P997304607201800000002"|"T997304607201800000004"|"20181113"|"会飞的猪"|"21001116234235346000000000"|"22"|"6234235346"|"13"|""|""|"CNY"|"24380.00"|"-9999.00"|"11"|"秦羽"|"null"|"null"|"T997304607201800000004"|"P997304607201800000002-01"|"20191013000000"
"99730000"|"F1008933000019"|""|""|"P997304607201800000027"|"T997304607201800000064"|"20181122"|"会飞的猪"|"11200065234234325212312535"|"14"|"52342343252123125325"|"13"|""|""|"CNY"|"9752.00"|"-9999.00"|"10"|"null"|"null"|"null"|"T997304607201800000064"|"P997304607201800000027-01"|"20191013000000"
"99730000"|"F1008933000019"|""|""|"P997304607201800000028"|"T997304607201800000067"|"20181122"|"会飞的猪"|"11200065234234325212312535"|"14"|"52342343252123125325"|"13"|""|""|"CNY"|"9752.00"|"-9999.00"|"10"|"null"|"null"|"null"|"T997304607201800000067"|"P997304607201800000028-01"|"20191013000000"
"99730000"|"F1008933000019"|""|""|"P997304607201800000029"|"T997304607201800000073"|"20181122"|"会飞的猪"|"11200065234234325212312535"|"14"|"52342343252123125325"|"13"|""|""|"CNY"|"7314.00"|"-9999.00"|"10"|"null"|"null"|"null"|"T997304607201800000073"|"P997304607201800000029-01"|"20191013000000"
"99730000"|"F1008933000019"|""|""|"P997304809201700000002"|"T997304809201700000003"|"20171222"|"软通太平"|"11200021244123000000000000"|"13"|"1244123"|"13"|""|""|"CNY"|"5200.00"|"-9999.00"|"11"|"软通太平"|"19399901040059741"|"0"|"T997304809201700000003"|"P997304809201700000002-01"|"20191013000000"
"99730000"|"F1008933000019"|""|""|"P997304809201800000001"|"T997304809201800000002"|"20180201"|"软通太平"|"11200021244123000000000000"|"13"|"1244123"|"13"|""|""|"CNY"|"388.00"|"-9999.00"|"11"|"软通太平"|"19399901040059741"|"0"|"T997304809201800000002"|"P997304809201800000001-01"|"20191013000000"
"99730000"|"F1008933000019"|""|""|"P997305091201900000009"|"T997305091201900000035"|"20190416"|"许露露"|"11200023847590970503400007"|"13"|"38475909705034"|"15"|""|""|"CNY"|"7415.21"|"-9999.00"|"10"|"null"|"null"|"null"|"T997305091201900000035"|"P997305091201900000009-02"|"20191013000000"
"99730000"|"F1008933000019"|""|""|"P997305092201800000007"|"T997305092201800000029"|"20180517"|"承保数据"|"11200039023890328903803925"|"12"|"902389032890380392"|"15"|""|""|"CNY"|"31800.00"|"-9999.00"|"11"|"承保数据"|"19399901040059741"|"0"|"T997305092201800000029"|"P997305092201800000007-01"|"20191013000000"
"99730000"|"F1008933000019"|""|""|"P997305092201800000010"|"T997305092201800000038"|"20180517"|"测试数据"|"11200033089893028093300006"|"12"|"30898930280933"|"15"|""|""|"CNY"|"106106.00"|"-9999.00"|"11"|"测试数据"|"19399901040059741"|"0"|"T997305092201800000038"|"P997305092201800000010-01"|"20191013000000"
"99730000"|"F1008933000019"|""|""|"P997305098201800000027"|"T997305098201800000054"|"20180524"|"王三小"|"21100031241235123123140001"|"21"|"124123512312314"|"15"|""|""|"CNY"|"9752.00"|"-9999.00"|"10"|"null"|"null"|"null"|"T997305098201800000054"|"P997305098201800000027-01"|"20191013000000"
"99730000"|"F1008933000019"|""|""|"P997305101201900000010"|"T997305101201900000032"|"20190416"|"魏无羡"|"11200024315145140000000000"|"13"|"431514514"|"15"|""|""|"CNY"|"4240.00"|"-9999.00"|"10"|"null"|"null"|"null"|"T997305101201900000032"|"P997305101201900000010-01"|"20191013000000"
"99730000"|"F1008933000019"|""|""|"P997306001201800000009"|"T997306001201800000017"|"20180315"|"大头"|"11200014401021980031632320"|"11"|"440102198003163232"|"14"|""|""|"CNY"|"996.40"|"-9999.00"|"11"|"UAT测试津贴险保费计算"|"19399901040059741"|"0"|"T997306001201800000017"|"P997306001201800000009-01"|"20191013000000"
"99730000"|"F1008933000019"|""|""|"P997306001201800000013"|"T997306001201800000024"|"20180326"|"326上线测试保单"|"11200092342343243240000004"|"18"|"234234324324"|"14"|""|""|"CNY"|"464.28"|"-9999.00"|"11"|"326上线测试保单"|"19399901040059741"|"0"|"T997306001201800000024"|"P997306001201800000013-01"|"20191013000000"
"99730000"|"F1008933000019"|""|""|"P997306001201800000015"|"T997306001201800000027"|"20180409"|"张上分"|"11200014402021983011832320"|"11"|"440202198301183232"|"14"|""|""|"CNY"|"292.56"|"-9999.00"|"11"|"张上分"|"19399901040059741"|"0"|"T997306001201800000027"|"P997306001201800000015-01"|"20191013000000"
"99730000"|"F1008933000019"|""|""|"P997306001201800000017"|"T997306001201800000031"|"20180424"|"许露露"|"11200021244412300000000000"|"13"|"12444123"|"14"|""|""|"CNY"|"0.08"|"-9999.00"|"10"|"null"|"null"|"null"|"T997306001201800000031"|"P997306001201800000017-01"|"20191013000000"
"99730000"|"F1008933000019"|""|""|"P997306001201800000023"|"T997306001201800000044"|"20180619"|"许露露"|"11200021244412300000000000"|"13"|"12444123"|"14"|""|""|"CNY"|"4876.00"|"-9999.00"|"10"|"null"|"null"|"null"|"T997306001201800000044"|"P997306001201800000023-01"|"20191013000000"
"99730000"|"F1008933000019"|""|""|"P997306018201900000021"|"T997306018201900000059"|"20190321"|"业务反馈"|"21001115123123243250000005"|"22"|"512312324325"|"14"|""|""|"CNY"|"977.32"|"-9999.00"|"10"|"null"|"null"|"null"|"T997306018201900000059"|"P997306018201900000021-01"|"20191013000000"
"33640000"|"F1008933000020"|""|""|"P336406016201800000001"|"T336406016201800000005"|"20181207"|"秦羽"|"11200011101011980010101174"|"11"|"110101198001010117"|"14"|""|""|"CNY"|"15264.00"|"-9999.00"|"10"|"null"|"null"|"null"|"T336406016201800000005"|"P336406016201800000001-01"|"20191013000000"
"99730000"|"F1008933000019"|""|""|"P997306002201800000007"|"T997306002201800000015"|"20180308"|"3月8日下午回归测试"|"21001122343242342343240004"|"21"|"234324234234324"|"14"|""|""|"CNY"|"6360.00"|"-9999.00"|"11"|"3月8日下午回归测试"|"19399901040059741"|"0"|"T997306002201800000015"|"P997306002201800000007-01"|"20191013000000"
"99730000"|"F1008933000019"|""|""|"P997306002201900000003"|"T997306002201900000006"|"20190318"|"许露露"|"11200028379079057390000000"|"13"|"837907905739"|"14"|""|""|"CNY"|"4617360.00"|"-9999.00"|"10"|"null"|"null"|"null"|"T997306002201900000006"|"P997306002201900000003-01"|"20191013000000"
"99730000"|"F1008933000019"|""|""|"P997306002201900000032"|"T997306002201900000096"|"20190718"|"魏无羡"|"11200024315145140000000000"|"13"|"431514514"|"14"|""|""|"CNY"|"159.00"|"-9999.00"|"10"|"null"|"null"|"null"|"T997306002201900000096"|"P997306002201900000032-01"|"20191013000000"
"99730000"|"F1008933000019"|""|""|"P997306002201900000040"|"T997306002201900000108"|"20190730"|"魏无羡"|"11200024315145140000000000"|"13"|"431514514"|"14"|""|""|"CNY"|"1518.94"|"-9999.00"|"10"|"null"|"null"|"null"|"T997306002201900000108"|"P997306002201900000040-01"|"20191013000000"
"99730000"|"F1008933000019"|""|""|"P997306005201800000015"|"T997306005201800000039"|"20180630"|"许露露"|"11200023829949023794023707"|"13"|"382994902379402370"|"14"|""|""|"CNY"|"35172206.71"|"-9999.00"|"10"|"null"|"null"|"null"|"T997306005201800000039"|"P997306005201800000015-01"|"20191013000000"
