company_code1|company_code2|cst_no|open_time|close_time|acc_name|cst_sex|nation|id_type|id_no|id_deadline|occupation_code|occupation|income|contact1|contact2|contact3|address1|address2|address3|company|sys_name|pt
"33640000"|"F1008933000020"|"11200011201011986060501134"|"20191022"|"20191022"|"公他股"|"11"|"CHN"|"11"|"120101198606050113"|"null"|"02"|"null"|"null"|"18217276943"|"null"|"null"|"天津市天津市和平区测试"|"null"|"null"|"null"|"null"|"20191013000000"
"33640000"|"F1008933000020"|"11200011201011986040300128"|"20191022"|"20191022"|"试和限"|"11"|"CHN"|"11"|"120101198604030012"|"null"|"02"|"null"|"null"|"18217276943"|"null"|"null"|"天津市天津市和平区测试"|"null"|"null"|"null"|"null"|"20191013000000"
"33640000"|"F1008933000020"|"11200011101011984010100365"|"20191022"|"20191022"|"是是他"|"11"|"CHN"|"11"|"110101198401010036"|"null"|"02"|"null"|"null"|"18217276943"|"null"|"null"|"天津市天津市和平区测试"|"null"|"null"|"null"|"null"|"20191013000000"
"33640000"|"F1008933000020"|"11200011201011987040300523"|"20191022"|"20191022"|"你的他"|"11"|"CHN"|"11"|"120101198704030052"|"null"|"02"|"null"|"null"|"18217276943"|"null"|"null"|"天津市天津市和平区测试"|"null"|"null"|"null"|"null"|"20191013000000"
"33640000"|"F1008933000020"|"11200011201011990030300380"|"20191022"|"20191022"|"我呆团"|"11"|"CHN"|"11"|"120101199003030038"|"null"|"02"|"null"|"null"|"18217276943"|"null"|"null"|"天津市天津市和平区测试"|"null"|"null"|"null"|"null"|"20191013000000"
"33640000"|"F1008933000020"|"11200011201011986020300196"|"20191022"|"20191022"|"公有和"|"11"|"CHN"|"11"|"120101198602030019"|"null"|"02"|"null"|"null"|"18217276943"|"null"|"null"|"天津市天津市和平区测试"|"null"|"null"|"null"|"null"|"20191013000000"
"33640000"|"F1008933000020"|"11200011201011992050701185"|"20191022"|"20191022"|"份息你"|"11"|"CHN"|"11"|"120101199205070118"|"null"|"02"|"null"|"null"|"18217276943"|"null"|"null"|"天津市天津市和平区测试"|"null"|"null"|"null"|"null"|"20191013000000"
"33640000"|"F1008933000020"|"11200011201011986020300783"|"20191022"|"20191022"|"试额去"|"11"|"CHN"|"11"|"120101198602030078"|"null"|"02"|"null"|"null"|"18217276943"|"null"|"null"|"天津市天津市和平区测试"|"null"|"null"|"null"|"null"|"20191013000000"
"33640000"|"F1008933000020"|"11200011101011984020200175"|"20191022"|"20191022"|"好我公"|"11"|"CHN"|"11"|"110101198402020017"|"null"|"02"|"null"|"null"|"18217276943"|"null"|"null"|"天津市天津市和平区测试"|"null"|"null"|"null"|"null"|"20191013000000"
"33640000"|"F1008933000020"|"11200011101011984020100114"|"20191022"|"20191022"|"信公份"|"11"|"CHN"|"11"|"110101198402010011"|"null"|"02"|"null"|"null"|"18217276943"|"null"|"null"|"天津市天津市和平区测试"|"null"|"null"|"null"|"null"|"20191013000000"
"33640000"|"F1008933000020"|"11200011201011985020300116"|"20191022"|"20191022"|"哈哈股"|"11"|"CHN"|"11"|"120101198502030011"|"null"|"02"|"null"|"null"|"18217276943"|"null"|"null"|"天津市天津市和平区测试"|"null"|"null"|"null"|"null"|"20191013000000"
"33640000"|"F1008933000020"|"11200011201011991030701335"|"20191022"|"20191022"|"体啊额"|"11"|"CHN"|"11"|"120101199103070133"|"null"|"02"|"null"|"null"|"18217276943"|"null"|"null"|"天津市天津市和平区测试"|"null"|"null"|"null"|"null"|"20191013000000"
"33640000"|"F1008933000020"|"11200011201011987040300957"|"20191022"|"20191022"|"发头息"|"11"|"CHN"|"11"|"120101198704030095"|"null"|"02"|"null"|"null"|"18217276943"|"null"|"null"|"天津市天津市和平区测试"|"null"|"null"|"null"|"null"|"20191013000000"
"33640000"|"F1008933000020"|"11200011201011999050800934"|"20191022"|"20191022"|"发和我"|"11"|"CHN"|"11"|"120101199905080093"|"null"|"02"|"null"|"null"|"18217276943"|"null"|"null"|"天津市天津市和平区测试"|"null"|"null"|"null"|"null"|"20191013000000"
"33640000"|"F1008933000020"|"11200011201011995020900517"|"20191022"|"20191022"|"离是你"|"11"|"CHN"|"11"|"120101199502090051"|"null"|"02"|"null"|"null"|"18217276943"|"null"|"null"|"天津市天津市和平区测试"|"null"|"null"|"null"|"null"|"20191013000000"
"33640000"|"F1008933000020"|"11200011201011993030700586"|"20191022"|"20191022"|"去测信"|"11"|"CHN"|"11"|"120101199303070058"|"null"|"02"|"null"|"null"|"18217276943"|"null"|"null"|"天津市天津市和平区测试"|"null"|"null"|"null"|"null"|"20191013000000"
"33640000"|"F1008933000020"|"11200011201011993040901146"|"20191022"|"20191022"|"额发股"|"11"|"CHN"|"11"|"120101199304090114"|"null"|"02"|"null"|"null"|"18217276943"|"null"|"null"|"天津市天津市和平区测试"|"null"|"null"|"null"|"null"|"20191013000000"
"33640000"|"F1008933000020"|"11200011201011997042600124"|"20191022"|"20191022"|"发人吗"|"11"|"CHN"|"11"|"120101199704260012"|"null"|"02"|"null"|"null"|"18217276943"|"null"|"null"|"天津市天津市和平区测试"|"null"|"null"|"null"|"null"|"20191013000000"
"33640000"|"F1008933000020"|"11200011201011993050700943"|"20191022"|"20191022"|"呆息我"|"11"|"CHN"|"11"|"120101199305070094"|"null"|"02"|"null"|"null"|"18217276943"|"null"|"null"|"天津市天津市和平区测试"|"null"|"null"|"null"|"null"|"20191013000000"
"33640000"|"F1008933000020"|"11200011201011998050800377"|"20191022"|"20191022"|"啊息吗"|"11"|"CHN"|"11"|"120101199805080037"|"null"|"02"|"null"|"null"|"18217276943"|"null"|"null"|"天津市天津市和平区测试"|"null"|"null"|"null"|"null"|"20191013000000"
"33640000"|"F1008933000020"|"11200011201012000031300503"|"20191022"|"20191022"|"息限测"|"11"|"CHN"|"11"|"120101200003130050"|"null"|"02"|"null"|"null"|"18217276943"|"null"|"null"|"天津市天津市和平区测试"|"null"|"null"|"null"|"null"|"20191013000000"
"33640000"|"F1008933000020"|"11200011201011998042600791"|"20191022"|"20191022"|"股好啊"|"11"|"CHN"|"11"|"120101199804260079"|"null"|"02"|"null"|"null"|"18217276943"|"null"|"null"|"天津市天津市和平区测试"|"null"|"null"|"null"|"null"|"20191013000000"
"33640000"|"F1008933000020"|"11200011201012000040800326"|"20191022"|"20191022"|"有股有"|"11"|"CHN"|"11"|"120101200004080032"|"null"|"02"|"null"|"null"|"18217276943"|"null"|"null"|"天津市天津市和平区测试"|"null"|"null"|"null"|"null"|"20191013000000"
"33640000"|"F1008933000020"|"11200011201011992030700344"|"20191022"|"20191022"|"吗你他"|"11"|"CHN"|"11"|"120101199203070034"|"null"|"02"|"null"|"null"|"18217276943"|"null"|"null"|"天津市天津市和平区测试"|"null"|"null"|"null"|"null"|"20191013000000"
"33640000"|"F1008933000020"|"11200011201011999040800598"|"20191022"|"20191022"|"股二体"|"11"|"CHN"|"11"|"120101199904080059"|"null"|"02"|"null"|"null"|"18217276943"|"null"|"null"|"天津市天津市和平区测试"|"null"|"null"|"null"|"null"|"20191013000000"
"33640000"|"F1008933000020"|"11200011201011994050900338"|"20191022"|"20191022"|"去发离"|"11"|"CHN"|"11"|"120101199405090033"|"null"|"02"|"null"|"null"|"18217276943"|"null"|"null"|"天津市天津市和平区测试"|"null"|"null"|"null"|"null"|"20191013000000"
"33640000"|"F1008933000020"|"11200011201011986060500335"|"20191022"|"20191022"|"份他吗"|"11"|"CHN"|"11"|"120101198606050033"|"null"|"02"|"null"|"null"|"18217276943"|"null"|"null"|"天津市天津市和平区测试"|"null"|"null"|"null"|"null"|"20191013000000"
"33640000"|"F1008933000020"|"11200011201011995050900308"|"20191022"|"20191022"|"是离测"|"11"|"CHN"|"11"|"120101199505090030"|"null"|"02"|"null"|"null"|"18217276943"|"null"|"null"|"天津市天津市和平区测试"|"null"|"null"|"null"|"null"|"20191013000000"
"33640000"|"F1008933000020"|"11200011201011993040700335"|"20191022"|"20191022"|"好信他"|"11"|"CHN"|"11"|"120101199304070033"|"null"|"02"|"null"|"null"|"18217276943"|"null"|"null"|"天津市天津市和平区测试"|"null"|"null"|"null"|"null"|"20191013000000"
"33640000"|"F1008933000020"|"11200011201011990030700566"|"20191022"|"20191022"|"呆司你"|"11"|"CHN"|"11"|"120101199003070056"|"null"|"02"|"null"|"null"|"18217276943"|"null"|"null"|"天津市天津市和平区测试"|"null"|"null"|"null"|"null"|"20191013000000"
"33640000"|"F1008933000020"|"11200011201011991030700536"|"20191022"|"20191022"|"限的司"|"11"|"CHN"|"11"|"120101199103070053"|"null"|"02"|"null"|"null"|"18217276943"|"null"|"null"|"天津市天津市和平区测试"|"null"|"null"|"null"|"null"|"20191013000000"
"33640000"|"F1008933000020"|"11200011101011985020200145"|"20191022"|"20191022"|"额额的"|"11"|"CHN"|"11"|"110101198502020014"|"null"|"02"|"null"|"null"|"18217276943"|"null"|"null"|"天津市天津市和平区测试"|"null"|"null"|"null"|"null"|"20191013000000"
"33640000"|"F1008933000020"|"11200011201011995021900953"|"20191022"|"20191022"|"哈限息"|"11"|"CHN"|"11"|"120101199502190095"|"null"|"02"|"null"|"null"|"18217276943"|"null"|"null"|"天津市天津市和平区测试"|"null"|"null"|"null"|"null"|"20191013000000"
"33640000"|"F1008933000020"|"11200011201011996021900336"|"20191022"|"20191022"|"呆我司"|"11"|"CHN"|"11"|"120101199602190033"|"null"|"02"|"null"|"null"|"18217276943"|"null"|"null"|"天津市天津市和平区测试"|"null"|"null"|"null"|"null"|"20191013000000"
"33640000"|"F1008933000020"|"11200011201011992020700595"|"20191022"|"20191022"|"股公限"|"11"|"CHN"|"11"|"120101199202070059"|"null"|"02"|"null"|"null"|"18217276943"|"null"|"null"|"天津市天津市和平区测试"|"null"|"null"|"null"|"null"|"20191013000000"
"33640000"|"F1008933000020"|"11200011201011993050900793"|"20191022"|"20191022"|"体信有"|"11"|"CHN"|"11"|"120101199305090079"|"null"|"02"|"null"|"null"|"18217276943"|"null"|"null"|"天津市天津市和平区测试"|"null"|"null"|"null"|"null"|"20191013000000"
"33640000"|"F1008933000020"|"11200011201011997021901105"|"20191022"|"20191022"|"有息好"|"11"|"CHN"|"11"|"120101199702190110"|"null"|"02"|"null"|"null"|"18217276943"|"null"|"null"|"天津市天津市和平区测试"|"null"|"null"|"null"|"null"|"20191013000000"
"33640000"|"F1008933000020"|"11200011201011986060300161"|"20191022"|"20191022"|"团好头"|"11"|"CHN"|"11"|"120101198606030016"|"null"|"02"|"null"|"null"|"18217276943"|"null"|"null"|"天津市天津市和平区测试"|"null"|"null"|"null"|"null"|"20191013000000"
"33640000"|"F1008933000020"|"11200011201011994050900763"|"20191022"|"20191022"|"股额司"|"11"|"CHN"|"11"|"120101199405090076"|"null"|"02"|"null"|"null"|"18217276943"|"null"|"null"|"天津市天津市和平区测试"|"null"|"null"|"null"|"null"|"20191013000000"
"33640000"|"F1008933000020"|"11200011102221987011648274"|"20190930"|"20190930"|"周大事"|"12"|"CHN"|"11"|"110222198701164827"|"null"|"null"|"null"|"null"|"13533280824"|"null"|"null"|"北京市 市辖区 顺义区顺义区仁和镇胜利小区一号楼一单元406室"|"null"|"null"|"null"|"null"|"20191013000000"
"33640000"|"F1008933000020"|"11200011102221987071348136"|"20190930"|"20190930"|"孙宝"|"11"|"CHN"|"11"|"110222198707134813"|"null"|"00"|"null"|"null"|"13533280824"|"null"|"null"|"北京市 市辖区 顺义区顺义区仁和镇胜利小区一号楼一单元406室"|"null"|"null"|"null"|"null"|"20191013000000"
"33640000"|"F1008933000020"|"11200011101011989091700574"|"20191022"|"20191022"|"人的息"|"11"|"CHN"|"11"|"110101198909170057"|"null"|"02"|"null"|"null"|"18217276943"|"null"|"null"|"天津市天津市和平区测试"|"null"|"null"|"null"|"null"|"20191013000000"
"33640000"|"F1008933000020"|"11200011101011992091500330"|"20191022"|"20191022"|"测你股"|"11"|"CHN"|"11"|"110101199209150033"|"null"|"02"|"null"|"null"|"18217276943"|"null"|"null"|"天津市天津市和平区测试"|"null"|"null"|"null"|"null"|"20191013000000"
"33640000"|"F1008933000020"|"11200011101011987091300347"|"20191022"|"20191022"|"哈司限"|"11"|"CHN"|"11"|"110101198709130034"|"null"|"02"|"null"|"null"|"18217276943"|"null"|"null"|"天津市天津市和平区测试"|"null"|"null"|"null"|"null"|"20191013000000"
"33640000"|"F1008933000020"|"11200011101011991091500522"|"20191022"|"20191022"|"啊测股"|"11"|"CHN"|"11"|"110101199109150052"|"null"|"02"|"null"|"null"|"18217276943"|"null"|"null"|"天津市天津市和平区测试"|"null"|"null"|"null"|"null"|"20191013000000"
"33640000"|"F1008933000020"|"11200011101011986091400328"|"20191022"|"20191022"|"是人息"|"11"|"CHN"|"11"|"110101198609140032"|"null"|"02"|"null"|"null"|"18217276943"|"null"|"null"|"天津市天津市和平区测试"|"null"|"null"|"null"|"null"|"20191013000000"
"33640000"|"F1008933000020"|"11200011101011986050400181"|"20191022"|"20191022"|"吗测你"|"11"|"CHN"|"11"|"110101198605040018"|"null"|"02"|"null"|"null"|"18217276943"|"null"|"null"|"天津市天津市和平区测试"|"null"|"null"|"null"|"null"|"20191013000000"
"33640000"|"F1008933000020"|"11200011101011987041200563"|"20191022"|"20191022"|"测我和"|"11"|"CHN"|"11"|"110101198704120056"|"null"|"02"|"null"|"null"|"18217276943"|"null"|"null"|"天津市天津市和平区测试"|"null"|"null"|"null"|"null"|"20191013000000"
"33640000"|"F1008933000020"|"11200011101011988041000793"|"20191022"|"20191022"|"体份有"|"11"|"CHN"|"11"|"110101198804100079"|"null"|"02"|"null"|"null"|"18217276943"|"null"|"null"|"天津市天津市和平区测试"|"null"|"null"|"null"|"null"|"20191013000000"
"33640000"|"F1008933000020"|"11200011101011988091100305"|"20191022"|"20191022"|"人他好"|"11"|"CHN"|"11"|"110101198809110030"|"null"|"02"|"null"|"null"|"18217276943"|"null"|"null"|"天津市天津市和平区测试"|"null"|"null"|"null"|"null"|"20191013000000"
"33640000"|"F1008933000020"|"11200011101011990091600503"|"20191022"|"20191022"|"你他吗"|"11"|"CHN"|"11"|"110101199009160050"|"null"|"02"|"null"|"null"|"18217276943"|"null"|"null"|"天津市天津市和平区测试"|"null"|"null"|"null"|"null"|"20191013000000"
"33640000"|"F1008933000020"|"11200011101011991041400313"|"20191022"|"20191022"|"和头好"|"11"|"CHN"|"11"|"110101199104140031"|"null"|"02"|"null"|"null"|"18217276943"|"null"|"null"|"天津市天津市和平区测试"|"null"|"null"|"null"|"null"|"20191013000000"
"33640000"|"F1008933000020"|"11200016224291965100259108"|"20190927"|"20191027"|"吴世彦"|"11"|"CHN"|"11"|"622429196510025910"|"null"|"00"|"null"|"null"|"15101797409"|"null"|"null"|"新疆维吾尔自治区 伊犁哈萨克自治州 伊宁市伊宁市天河康城"|"null"|"null"|"null"|"null"|"20191013000000"
"33640000"|"F1008933000020"|"11200011101012000100900323"|"20200422"|"20200422"|"测试朝阳"|"11"|"CHN"|"11"|"110101200010090032"|"null"|"02"|"null"|"null"|"18217276943"|"null"|"null"|"天津市天津市和平区测试"|"null"|"null"|"null"|"null"|"20191013000000"
"99730000"|"F1008933000019"|"11200011101012000101000344"|"20191010"|"20191110"|"瞅你咋瞅你咋瞅你咋瞅瞅你咋瞅你咋瞅你咋瞅瞅你咋瞅你咋瞅你咋瞅瞅你咋瞅你咋瞅你咋瞅瞅你咋瞅你咋瞅你qw"|"11"|"CHN"|"11"|"110101200010100034"|"null"|"18"|"null"|"null"|"18217276943"|"null"|"null"|"天津市天津市和平区测试"|"null"|"null"|"null"|"null"|"20191013000000"
"33640000"|"F1008933000020"|"11200011101011959100900777"|"20191015"|"20191015"|"零九二"|"11"|"CHN"|"11"|"110101195910090077"|"null"|"00"|"null"|"null"|"19905454545"|"null"|"null"|"北京市 市辖区 东城区测试地址787号"|"null"|"null"|"null"|"null"|"20191013000000"
"33640000"|"F1008933000020"|"11200021101012000101000344"|"20191010"|"20191110"|"测试朝阳"|"11"|"CHN"|"13"|"110101200010100034"|"null"|"null"|"null"|"null"|"18217276943"|"null"|"null"|"天津市天津市和平区测试"|"null"|"null"|"null"|"null"|"20191013000000"
"33640000"|"F1008933000020"|"11200011101011959100907391"|"20191015"|"20191015"|"零九四"|"11"|"CHN"|"11"|"110101195910090739"|"null"|"null"|"null"|"null"|"19904504545"|"null"|"null"|"北京市 市辖区 东城区测试地址11号"|"null"|"null"|"null"|"null"|"20191013000000"
"33640000"|"F1008933000020"|"11200011101011959101604698"|"20191015"|"20191015"|"九四女"|"12"|"CHN"|"11"|"110101195910160469"|"null"|"03"|"null"|"null"|"17705580780"|"null"|"null"|"北京市 市辖区 东城区测试地址545号"|"null"|"null"|"null"|"null"|"20191013000000"
"33640000"|"F1008933000020"|"11200011101011977101031783"|"20191011"|"20191011"|"吴爱民"|"11"|"CHN"|"11"|"110101197710103178"|"null"|"05"|"null"|"null"|"18163218936"|"null"|"null"|"浙江省 衢州市 江山市浙江省江山市贺村镇老牛墟埂20号"|"null"|"null"|"null"|"null"|"20191013000000"
"99730000"|"F1008933000019"|"11200031234560000000000000"|"20171222"|"20190712"|"pawpaw"|"12"|"CHN"|"12"|"123456"|"null"|"12"|"null"|"null"|"13665432123"|"null"|"null"|"中国甘肃省白银市靖远县hahha"|"null"|"null"|"某某某公司"|"null"|"20191013000000"
"33640000"|"F1008933000020"|"11200011101011980010101174"|"20181204"|"20190107"|"秦羽"|"11"|"CHN"|"11"|"110101198001010117"|"20201224"|"1"|"null"|"null"|"18904474755"|"null"|"null"|"中国安徽省阜阳市太和县8333939"|"null"|"null"|"金融"|"null"|"20191013000000"
"33640000"|"F1008933000020"|"11200011101011990051800703"|"20181222"|"20181222"|"山山"|"11"|"CHN"|"11"|"110101199005180070"|"null"|"null"|"null"|"null"|"18903367845"|"null"|"null"|"中国福建省福州市仓山区"|"null"|"null"|"null"|"null"|"20191013000000"
"33640000"|"F1008933000020"|"11200028375904950034000007"|"20190219"|"20190219"|"许露露"|"null"|"CHN"|"13"|"8375904950034"|"null"|"null"|"null"|"null"|"13781113883"|"null"|"null"|"中国北京市东城区测试"|"null"|"null"|"null"|"null"|"20191013000000"
"99730000"|"F1008933000019"|"11200028349784378439000003"|"20180509"|"20180509"|"杨青"|"11"|"CHN"|"13"|"8349784378439"|"null"|"null"|"null"|"null"|"13781117474"|"null"|"null"|"中国福建省漳州市"|"null"|"null"|"null"|"null"|"20191013000000"
"99730000"|"F1008933000019"|"11200029087654320000000000"|"20171226"|"20191012"|"Robb Stark"|"null"|"CHN"|"13"|"908765432"|"null"|"null"|"null"|"null"|"15688888888"|"null"|"null"|"中国福建省龙岩市上杭县34"|"null"|"null"|"null"|"null"|"20191013000000"
