company_code1|company_code2|cst_no|open_time|close_time|acc_name|address|operate|set_file|license|id_deadline|org_no|tax_no|rep_name|id_type2|id_no2|id_deadline2|man_name|id_type3|id_no3|id_deadline3|ope_name|id_type4|id_no4|id_deadline4|industry_code|industry|reg_amt|code|sys_name|pt
"99730000"|"F1008933000019"|"21100023245678000000000000"|"20171226"|"20171226"|"Greyjoy"|"中国甘肃省金昌市永昌县234"|"null"|"21"|"null"|"null"|"null"|"null"|"null"|"18"|"null"|"null"|"null"|"18"|"null"|"null"|"等等"|"18"|"null"|"null"|"null"|"null"|"null"|"null"|"null"|"20191013000000"
"99730000"|"F1008933000019"|"21001128767543000000000000"|"20171227"|"20171227"|"REEP consultancy"|"中国安徽省黄山市休宁县6页4"|"null"|"21"|"null"|"null"|"null"|"null"|"null"|"18"|"null"|"null"|"null"|"18"|"null"|"null"|"花蛤"|"18"|"null"|"null"|"null"|"null"|"null"|"null"|"null"|"20191013000000"
"99730000"|"F1008933000019"|"21001128000000011000000000"|"20180107"|"20180107"|"最爱是黑猫警长科技有限公司"|"中国浙江省湖州市南浔区西湖大道100号"|"null"|"21"|"null"|"null"|"null"|"null"|"小峰哥"|"18"|"388483432"|"20991231"|"大风车"|"18"|"99384273423"|"20180122"|"黑猫"|"18"|"null"|"null"|"null"|"null"|"null"|"null"|"null"|"20191013000000"
"99730000"|"F1008933000019"|"21100029876543000000000000"|"20171227"|"20171227"|"Michelle Fairley"|"中国安徽省黄山市屯溪区543"|"null"|"21"|"null"|"null"|"null"|"null"|"null"|"18"|"null"|"null"|"null"|"18"|"null"|"null"|"大胖"|"18"|"null"|"null"|"null"|"null"|"null"|"null"|"null"|"20191013000000"
"99730000"|"F1008933000019"|"21001129876755434000000000"|"20180105"|"20180105"|"铃铃铛铛小闹铃有限公司"|"中国北京市东城区32"|"null"|"21"|"null"|"null"|"null"|"null"|"null"|"18"|"null"|"null"|"null"|"18"|"null"|"null"|"胖子"|"18"|"null"|"null"|"null"|"null"|"null"|"null"|"null"|"20191013000000"
"99730000"|"F1008933000019"|"21001129876540000000000000"|"20171227"|"20171227"|"Ambiguous TH"|"中国甘肃省陇南市两当县45"|"null"|"21"|"null"|"null"|"null"|"null"|"null"|"18"|"null"|"null"|"null"|"18"|"null"|"null"|"ZY"|"18"|"null"|"null"|"null"|"null"|"null"|"null"|"null"|"20191013000000"
"99730000"|"F1008933000019"|"21100022345678900000000000"|"20171226"|"20180131"|"吊篮花花花有限公司"|"中国福建省龙岩市新罗区345"|"null"|"21"|"null"|"null"|"null"|"null"|"null"|"18"|"null"|"null"|"null"|"18"|"null"|"null"|"五五"|"18"|"null"|"null"|"null"|"null"|"null"|"null"|"null"|"20191013000000"
"99730000"|"F1008933000019"|"21001111230000000000000000"|"20180107"|"20180212"|"111"|"null"|"null"|"21"|"null"|"null"|"null"|"null"|"null"|"18"|"null"|"null"|"null"|"18"|"null"|"null"|"null"|"18"|"null"|"null"|"null"|"null"|"null"|"null"|"null"|"20191013000000"
"99730000"|"F1008933000019"|"21001123277894700000000000"|"20180308"|"20180523"|"露西"|"中国澳门特别行政区"|"null"|"21"|"null"|"null"|"null"|"null"|"null"|"18"|"null"|"null"|"null"|"18"|"null"|"null"|"null"|"18"|"null"|"null"|"null"|"null"|"null"|"null"|"null"|"20191013000000"
"99730000"|"F1008933000019"|"21001116234235346000000000"|"20181113"|"20181114"|"会飞的猪"|"中国北京市丰台区丰台大营细柳营"|"国内"|"21"|"null"|"null"|"null"|"null"|"飞猪"|"18"|"412365199009097876"|"20221125"|"飞猪"|"18"|"412365199009097876"|"20221124"|"肥猪"|"18"|"null"|"null"|"G5532"|"null"|"null"|"null"|"null"|"20191013000000"
"99730000"|"F1008933000019"|"21001122345678000000000000"|"20171223"|"20180203"|"steak"|"中国北京市东城区345"|"null"|"21"|"null"|"null"|"null"|"null"|"null"|"18"|"null"|"null"|"null"|"18"|"null"|"null"|"null"|"18"|"null"|"null"|"null"|"null"|"null"|"null"|"null"|"20191013000000"
"99730000"|"F1008933000019"|"21100029008765430000000000"|"20180203"|"20180203"|"吃嘛嘛嘛香有限公司"|"中国贵州省安顺市紫云苗族布依族自治县4567"|"null"|"21"|"null"|"null"|"null"|"null"|"null"|"18"|"null"|"null"|"null"|"18"|"null"|"null"|"胖子家"|"18"|"null"|"null"|"null"|"null"|"null"|"null"|"null"|"20191013000000"
"99730000"|"F1008933000019"|"21001113210000000000000000"|"20180203"|"20180203"|"软通"|"中国安徽省黄山市休宁县321"|"null"|"21"|"null"|"null"|"null"|"null"|"null"|"18"|"null"|"null"|"null"|"18"|"null"|"null"|"软欧尼"|"18"|"null"|"null"|"null"|"null"|"null"|"null"|"null"|"20191013000000"
"99730000"|"F1008933000019"|"21001128976543000000000000"|"20171226"|"20171226"|"Daenerys"|"中国甘肃省酒泉市瓜州县23"|"null"|"21"|"null"|"null"|"null"|"null"|"null"|"18"|"null"|"null"|"null"|"18"|"null"|"null"|"胖胖花"|"18"|"null"|"null"|"null"|"null"|"null"|"null"|"null"|"20191013000000"
"99730000"|"F1008933000019"|"21001122345677800000000000"|"20171226"|"20171226"|"Jon Snow"|"42"|"null"|"21"|"null"|"null"|"null"|"null"|"null"|"18"|"null"|"null"|"null"|"18"|"null"|"null"|"笔笔"|"18"|"null"|"null"|"null"|"null"|"null"|"null"|"null"|"20191013000000"
"99730000"|"F1008933000019"|"21100091111111000000000000"|"20171221"|"20171223"|"腾讯最牛科技有限公司"|"中国浙江省湖州市吴兴区天津路200号"|"null"|"21"|"null"|"null"|"null"|"null"|"null"|"18"|"null"|"null"|"null"|"18"|"null"|"null"|"马云云"|"18"|"null"|"null"|"C4141"|"null"|"null"|"null"|"null"|"20191013000000"
"99730000"|"F1008933000019"|"21100028976543000000000000"|"20171226"|"20171227"|"Sansa Stark"|"中国北京市丰台区23"|"null"|"21"|"null"|"null"|"null"|"null"|"null"|"18"|"null"|"null"|"null"|"18"|"null"|"null"|"胖仔"|"18"|"null"|"null"|"null"|"null"|"null"|"null"|"null"|"20191013000000"
"99730000"|"F1008933000019"|"21001129876543000000000000"|"20171226"|"20171226"|"Bronn"|"中国北京市东城区6754"|"null"|"21"|"null"|"null"|"null"|"null"|"null"|"18"|"null"|"null"|"null"|"18"|"null"|"null"|"呵呵"|"18"|"null"|"null"|"null"|"null"|"null"|"null"|"null"|"20191013000000"
"99730000"|"F1008933000019"|"21100023245678900000000000"|"20171226"|"20171227"|"Joffrey Baratheon"|"中国北京市东城区23456"|"null"|"21"|"null"|"null"|"null"|"null"|"null"|"18"|"null"|"null"|"null"|"18"|"null"|"null"|"笑笑"|"18"|"null"|"null"|"null"|"null"|"null"|"null"|"null"|"20191013000000"
"99730000"|"F1008933000019"|"21001121234560000000000000"|"20171222"|"20171222"|"blackberry"|"中国贵州省黔西南布依族苗族自治州兴义市1233"|"null"|"21"|"null"|"null"|"null"|"null"|"null"|"18"|"null"|"null"|"null"|"18"|"null"|"null"|"大胖"|"18"|"null"|"null"|"null"|"null"|"null"|"null"|"null"|"20191013000000"
"99730000"|"F1008933000019"|"21001128976543200000000000"|"20171227"|"20171227"|"Emilia Clarke"|"中国安徽省黄山市休宁县543"|"null"|"21"|"null"|"null"|"null"|"null"|"null"|"18"|"null"|"null"|"null"|"18"|"null"|"null"|"lulu"|"18"|"null"|"null"|"null"|"null"|"null"|"null"|"null"|"20191013000000"
