company_code1|company_code2|company_code3|pol_no|ins_date|app_name|app_cst_no|app_id_no|insfav_type|insbene_cus_pro|relation|fav_type|name|insbene_cst_no|insbene_id_no|pt
"33640000"|"F1008933000020"|""|"P336406002201910001216"|"190904"|"杭州万达钢结构有限公司"|"21001129133018373202155216"|"913301837320215521"|"11"|"11"|"@N"|""|"郭学志"|"11200015202031971050514157"|"520203197105051415"|"20191013000000"
"33640000"|"F1008933000020"|""|"P336406002201910001216"|"190904"|"杭州万达钢结构有限公司"|"21001129133018373202155216"|"913301837320215521"|"11"|"11"|"@N"|""|"潘小岩"|"11200015204231984050600153"|"520423198405060015"|"20191013000000"
"33640000"|"F1008933000020"|""|"P336406002201910001216"|"190904"|"杭州万达钢结构有限公司"|"21001129133018373202155216"|"913301837320215521"|"11"|"11"|"@N"|""|"张州"|"11200015225291978022426148"|"522529197802242614"|"20191013000000"
"33640000"|"F1008933000020"|""|"P336406002201910001216"|"190904"|"杭州万达钢结构有限公司"|"21001129133018373202155216"|"913301837320215521"|"11"|"11"|"@N"|""|"张绪文"|"11200014203231978031400170"|"420323197803140017"|"20191013000000"
"33640000"|"F1008933000020"|""|"P336406002201930000010"|"190927"|"三四类职业的来咯"|"21100031236669993332220000"|"123666999333222"|"11"|"11"|"@N"|""|"灵犀呀"|"11200016401011983092710506"|"640101198309271050"|"20191013000000"
"33640000"|"F1008933000020"|""|"P336406002201930000010"|"190927"|"三四类职业的来咯"|"21100031236669993332220000"|"123666999333222"|"11"|"11"|"@N"|""|"灵犀呀"|"11200016401011983092710778"|"640101198309271077"|"20191013000000"
"33640000"|"F1008933000020"|""|"P336406002201930000010"|"190927"|"三四类职业的来咯"|"21100031236669993332220000"|"123666999333222"|"11"|"11"|"@N"|""|"灵犀呀"|"11200016401011983092710931"|"640101198309271093"|"20191013000000"
"33640000"|"F1008933000020"|""|"P336406002201930000010"|"190927"|"三四类职业的来咯"|"21100031236669993332220000"|"123666999333222"|"11"|"11"|"@N"|""|"灵犀呀"|"11200016401011983092711143"|"640101198309271114"|"20191013000000"
"33640000"|"F1008933000020"|""|"P336406002201930000010"|"190927"|"三四类职业的来咯"|"21100031236669993332220000"|"123666999333222"|"11"|"11"|"@N"|""|"莫格里呀"|"11200016401011983092711305"|"640101198309271130"|"20191013000000"
"33640000"|"F1008933000020"|""|"P336406002201930000010"|"190927"|"三四类职业的来咯"|"21100031236669993332220000"|"123666999333222"|"11"|"11"|"@N"|""|"莫格里呀"|"11200016401011983092711577"|"640101198309271157"|"20191013000000"
"33640000"|"F1008933000020"|""|"P336406002201930000010"|"190927"|"三四类职业的来咯"|"21100031236669993332220000"|"123666999333222"|"11"|"11"|"@N"|""|"莫格里呀"|"11200016401011983092711730"|"640101198309271173"|"20191013000000"
"33640000"|"F1008933000020"|""|"P336406002201930000010"|"190927"|"三四类职业的来咯"|"21100031236669993332220000"|"123666999333222"|"11"|"11"|"@N"|""|"莫格里呀"|"11200016401011983092712104"|"640101198309271210"|"20191013000000"
"33640000"|"F1008933000020"|""|"P336406002201930000010"|"190927"|"三四类职业的来咯"|"21100031236669993332220000"|"123666999333222"|"11"|"11"|"@N"|""|"小野呀"|"11200016401011983092712376"|"640101198309271237"|"20191013000000"
"33640000"|"F1008933000020"|""|"P336406002201930000010"|"190927"|"三四类职业的来咯"|"21100031236669993332220000"|"123666999333222"|"11"|"11"|"@N"|""|"小野呀"|"11200016401011983092712538"|"640101198309271253"|"20191013000000"
"33640000"|"F1008933000020"|""|"P336406002201930000010"|"190927"|"三四类职业的来咯"|"21100031236669993332220000"|"123666999333222"|"11"|"11"|"@N"|""|"小野呀"|"11200016401011983092712963"|"640101198309271296"|"20191013000000"
"33640000"|"F1008933000020"|""|"P336406002201930000010"|"190927"|"三四类职业的来咯"|"21100031236669993332220000"|"123666999333222"|"11"|"11"|"@N"|""|"小野呀"|"11200016401011983092713175"|"640101198309271317"|"20191013000000"
"33640000"|"F1008933000020"|""|"P336406002201930000010"|"190927"|"三四类职业的来咯"|"21100031236669993332220000"|"123666999333222"|"11"|"11"|"@N"|""|"唐城呀"|"11200016401011983092713337"|"640101198309271333"|"20191013000000"
"33640000"|"F1008933000020"|""|"P336406002201930000010"|"190927"|"三四类职业的来咯"|"21100031236669993332220000"|"123666999333222"|"11"|"11"|"@N"|""|"唐城呀"|"11200016401011983092713762"|"640101198309271376"|"20191013000000"
"99730000"|"F1008933000019"|""|"P997301001201800000003"|"180305"|"山水集团"|"21001111234567890000000000"|"1234567890"|"11"|"12"|"@N"|""|"山水集团"|"21001111234567890000000000"|"1234567890"|"20191013000000"
"99730000"|"F1008933000019"|""|"P997301001201800000004"|"180306"|"speck"|"21001122345670000000000000"|"234567"|"11"|"12"|"@N"|""|"上海宏盛电子有限公司"|"21001129900022093300000000"|"99000220933"|"20191013000000"
"99730000"|"F1008933000019"|""|"P997301001201800000005"|"180306"|"山水集团"|"21001111234567890000000000"|"1234567890"|"11"|"12"|"@N"|""|"山水集团"|"21001111234567890000000000"|"1234567890"|"20191013000000"
"99730000"|"F1008933000019"|""|"P997301001201800000006"|"180308"|"山水集团"|"21001111234567890000000000"|"1234567890"|"11"|"12"|"@N"|""|"山水集团"|"21001111234567890000000000"|"1234567890"|"20191013000000"
"99730000"|"F1008933000019"|""|"P997301001201800000008"|"180309"|"上海宏盛电子有限公司"|"21001129900022093300000000"|"99000220933"|"11"|"12"|"@N"|""|"上海宏盛电子有限公司"|"21001129900022093300000000"|"99000220933"|"20191013000000"
"99730000"|"F1008933000019"|""|"P997301001201800000010"|"180327"|"上海宏盛电子有限公司"|"21001129900022093300000000"|"99000220933"|"11"|"12"|"@N"|""|"上海宏盛电子有限公司"|"21001129900022093300000000"|"99000220933"|"20191013000000"
"99730000"|"F1008933000019"|""|"P997301001201800000013"|"180508"|"上海宏盛电子有限公司"|"21001129900022093300000000"|"99000220933"|"11"|"12"|"@N"|""|"上海宏盛电子有限公司"|"21001129900022093300000000"|"99000220933"|"20191013000000"
"99730000"|"F1008933000019"|""|"P997301001201800000031"|"180718"|"大师"|"21001113424324000000000000"|"3424324"|"11"|"12"|"@N"|""|"大师"|"21001113424324000000000000"|"3424324"|"20191013000000"
"99730000"|"F1008933000019"|""|"P997301001201800000032"|"180718"|"大师"|"21001113424324000000000000"|"3424324"|"11"|"12"|"@N"|""|"大师"|"21001113424324000000000000"|"3424324"|"20191013000000"
"99730000"|"F1008933000019"|""|"P997301001201800000042"|"180831"|"测试数据001"|"21001121111111111111111116"|"11111111111111111111"|"11"|"12"|"@N"|""|"测试数据001"|"21001121111111111111111116"|"11111111111111111111"|"20191013000000"
"99730000"|"F1008933000019"|""|"P997301001201800000043"|"180904"|"测试数据001"|"21001121111111111111111116"|"11111111111111111111"|"11"|"12"|"@N"|""|"测试数据001"|"21001121111111111111111116"|"11111111111111111111"|"20191013000000"
"99730000"|"F1008933000019"|""|"P997301001201800000046"|"180906"|"测试数据001"|"21001121111111111111111116"|"11111111111111111111"|"11"|"12"|"@N"|""|"测试数据001"|"21001121111111111111111116"|"11111111111111111111"|"20191013000000"
"99730000"|"F1008933000019"|""|"P997301001201800000047"|"180906"|"测试数据001"|"21001121111111111111111116"|"11111111111111111111"|"11"|"12"|"@N"|""|"测试数据001"|"21001121111111111111111116"|"11111111111111111111"|"20191013000000"
"99730000"|"F1008933000019"|""|"P997301001201800000048"|"180906"|"测试数据001"|"21001121111111111111111116"|"11111111111111111111"|"11"|"12"|"@N"|""|"测试数据001"|"21001121111111111111111116"|"11111111111111111111"|"20191013000000"
"99730000"|"F1008933000019"|""|"P997301001201800000049"|"180907"|"测试数据001"|"21001121111111111111111116"|"11111111111111111111"|"11"|"12"|"@N"|""|"测试数据001"|"21001121111111111111111116"|"11111111111111111111"|"20191013000000"
"99730000"|"F1008933000019"|""|"P997301001201800000050"|"180907"|"测试数据001"|"21001121111111111111111116"|"11111111111111111111"|"11"|"12"|"@N"|""|"测试数据001"|"21001121111111111111111116"|"11111111111111111111"|"20191013000000"
"99730000"|"F1008933000019"|""|"P997301001201800000051"|"180911"|"测试数据001"|"21001121111111111111111116"|"11111111111111111111"|"11"|"12"|"@N"|""|"测试数据001"|"21001121111111111111111116"|"11111111111111111111"|"20191013000000"
"99730000"|"F1008933000019"|""|"P997301001201800000052"|"180911"|"测试数据001"|"21001121111111111111111116"|"11111111111111111111"|"11"|"12"|"@N"|""|"测试数据001"|"21001121111111111111111116"|"11111111111111111111"|"20191013000000"
"99730000"|"F1008933000019"|""|"P997301001201800000053"|"180913"|"测试数据001"|"21001121111111111111111116"|"11111111111111111111"|"11"|"12"|"@N"|""|"测试数据001"|"21001121111111111111111116"|"11111111111111111111"|"20191013000000"
"99730000"|"F1008933000019"|""|"P997301001201800000064"|"181119"|"speck"|"21001122345670000000000000"|"234567"|"11"|"12"|"@N"|""|"speck"|"21001122345670000000000000"|"234567"|"20191013000000"
"99730000"|"F1008933000019"|""|"P997301001201800000065"|"181119"|"speck"|"21001122345670000000000000"|"234567"|"11"|"12"|"@N"|""|"speck"|"21001122345670000000000000"|"234567"|"20191013000000"
"99730000"|"F1008933000019"|""|"P997301001201800000066"|"181119"|"speck"|"21001122345670000000000000"|"234567"|"11"|"12"|"@N"|""|"speck"|"21001122345670000000000000"|"234567"|"20191013000000"
"99730000"|"F1008933000019"|""|"P997301001201800000067"|"181121"|"speck"|"21001122345670000000000000"|"234567"|"11"|"12"|"@N"|""|"speck"|"21001122345670000000000000"|"234567"|"20191013000000"
"99730000"|"F1008933000019"|""|"P997301001201800000068"|"181122"|"speck"|"21001122345670000000000000"|"234567"|"11"|"12"|"@N"|""|"speck"|"21001122345670000000000000"|"234567"|"20191013000000"
"99730000"|"F1008933000019"|""|"P997301001201800000069"|"181123"|"speck"|"21001122345670000000000000"|"234567"|"11"|"12"|"@N"|""|"speck"|"21001122345670000000000000"|"234567"|"20191013000000"
"99730000"|"F1008933000019"|""|"P997301001201800000070"|"181126"|"speck"|"21001122345670000000000000"|"234567"|"11"|"12"|"@N"|""|"speck"|"21001122345670000000000000"|"234567"|"20191013000000"
