company_code1|company_code2|company_code3|company_code4|pol_no|app_no|ins_date|eff_date|app_name|app_cst_no|app_id_no|app_cus_pro|ins_name|ins_cst_no|ins_id_no|ins_cus_pro|benefit_name|benefit_id_no|benefit_type|relation_1|relation_2|cla_app_name|cla_id_type|cla_id_no|cla_pro|cla_date|pay_date|cur_code|cla_amt|cla_usd_amt|cla_no|tsf_flag|acc_name|acc_no|acc_bank|acc_type|acc_id_type|acc_id_no|receipt_no|pt
"33640000"|"F1008933000020"|""|""|"P336406802201800000001"|"T336406802201800000007"|"20181221"|"20181221"|"山山"|"11200011101011990051801187"|"110101199005180118"|"11"|"大头1"|"11200031234610000000000000"|"123461"|"11"|"null"|"12346"|"11"|"null"|"null"|"微信"|""|""|"null"|"20190604"|"null"|""|"1000.00"|"null"|"C000006802201900000004"|"11"|"大头"|"000006802201900000004"|"103"|"0"|"11"|"null"|"C000006802201900000004"|"20191013000000"
"33640000"|"F1008933000020"|""|""|"P336406802201800000001"|"T336406802201800000007"|"20181221"|"20181221"|"山山"|"11200011101011990051801187"|"110101199005180118"|"11"|"大头2"|"11200091234567894200000000"|"12345678942"|"11"|"大头2"|"123456789"|"11"|"null"|"null"|"微信"|""|""|"null"|"20190604"|"null"|""|"1000.00"|"null"|"C000006802201900000004"|"11"|"大头"|"000006802201900000004"|"103"|"0"|"11"|"null"|"C000006802201900000004"|"20191013000000"
"33640000"|"F1008933000020"|""|""|"P336406802201900000001"|"T336406802201900000001"|"20190716"|"20190701"|"测试"|"11200026123253461324230002"|"612325346132423"|"11"|"大头1"|"11200031234610000000000000"|"123461"|"11"|"null"|"12346"|"11"|"null"|"null"|"测试"|""|""|"null"|"20190717"|"null"|""|"150000.00"|"null"|"C000006802201900000012"|"10"|"123"|"123456789"|"102"|"0"|"11"|"null"|"C000006802201900000012"|"20191013000000"
"99730000"|"F1008933000019"|""|""|"P997306002201900000001"|"T997306002201900000002"|"20190215"|"20190216"|"欧阳组合"|"11200024601061978041512286"|"460106197804151228"|"11"|"笑笑"|"11200026451450000000000000"|"645145"|"11"|"null"|"145145"|"11"|"null"|"null"|"我"|""|""|"null"|"20190513"|"null"|""|"8000.00"|"null"|"C000006002201900000013"|"11"|"方磊"|"000006002201900000013"|"103"|"0"|"13"|"null"|"C000006002201900000013"|"20191013000000"
"99730000"|"F1008933000019"|""|""|"P997306002201900000001"|"T997306002201900000002"|"20190215"|"20190216"|"欧阳组合"|"11200024601061978041512286"|"460106197804151228"|"11"|"笑笑"|"11200026451450000000000000"|"645145"|"11"|"null"|"145145"|"11"|"null"|"null"|"我"|""|""|"null"|"20190513"|"null"|""|"8000.00"|"null"|"C000006002201900000013"|"11"|"方磊"|"000006002201900000013"|"103"|"0"|"13"|"null"|"C000006002201900000013"|"20191013000000"
"99730000"|"F1008933000019"|""|""|"P997306002201900000001"|"T997306002201900000002"|"20190215"|"20190216"|"欧阳组合"|"11200024601061978041512286"|"460106197804151228"|"11"|"方磊"|"11200026614514510000000000"|"661451451"|"11"|"null"|"515414"|"11"|"null"|"null"|"我"|""|""|"null"|"20190513"|"null"|""|"8000.00"|"null"|"C000006002201900000013"|"11"|"方磊"|"000006002201900000013"|"103"|"0"|"13"|"null"|"C000006002201900000013"|"20191013000000"
"99730000"|"F1008933000019"|""|""|"P997306002201900000001"|"T997306002201900000002"|"20190215"|"20190216"|"欧阳组合"|"11200024601061978041512286"|"460106197804151228"|"11"|"方磊"|"11200026614514510000000000"|"661451451"|"11"|"null"|"515414"|"11"|"null"|"null"|"我"|""|""|"null"|"20190513"|"null"|""|"8000.00"|"null"|"C000006002201900000013"|"11"|"方磊"|"000006002201900000013"|"103"|"0"|"13"|"null"|"C000006002201900000013"|"20191013000000"
"99730000"|"F1008933000019"|""|""|"P997306002201900000001"|"T997306002201900000002"|"20190215"|"20190216"|"欧阳组合"|"11200024601061978041512286"|"460106197804151228"|"11"|"笑笑"|"11200026451450000000000000"|"645145"|"11"|"null"|"145145"|"11"|"null"|"null"|"王晓"|""|""|"null"|"20190513"|"null"|""|"5000.00"|"null"|"C000006002201900000014"|"11"|"方磊"|"00006002201900000014"|"103"|"0"|"13"|"null"|"C000006002201900000014"|"20191013000000"
"99730000"|"F1008933000019"|""|""|"P997306002201900000001"|"T997306002201900000002"|"20190215"|"20190216"|"欧阳组合"|"11200024601061978041512286"|"460106197804151228"|"11"|"笑笑"|"11200026451450000000000000"|"645145"|"11"|"null"|"145145"|"11"|"null"|"null"|"王晓"|""|""|"null"|"20190513"|"null"|""|"5000.00"|"null"|"C000006002201900000014"|"11"|"方磊"|"00006002201900000014"|"103"|"0"|"13"|"null"|"C000006002201900000014"|"20191013000000"
"99730000"|"F1008933000019"|""|""|"P997306002201900000001"|"T997306002201900000002"|"20190215"|"20190216"|"欧阳组合"|"11200024601061978041512286"|"460106197804151228"|"11"|"方磊"|"11200026614514510000000000"|"661451451"|"11"|"null"|"515414"|"11"|"null"|"null"|"王晓"|""|""|"null"|"20190513"|"null"|""|"5000.00"|"null"|"C000006002201900000014"|"11"|"方磊"|"00006002201900000014"|"103"|"0"|"13"|"null"|"C000006002201900000014"|"20191013000000"
"99730000"|"F1008933000019"|""|""|"P997306002201900000001"|"T997306002201900000002"|"20190215"|"20190216"|"欧阳组合"|"11200024601061978041512286"|"460106197804151228"|"11"|"方磊"|"11200026614514510000000000"|"661451451"|"11"|"null"|"515414"|"11"|"null"|"null"|"王晓"|""|""|"null"|"20190513"|"null"|""|"5000.00"|"null"|"C000006002201900000014"|"11"|"方磊"|"00006002201900000014"|"103"|"0"|"13"|"null"|"C000006002201900000014"|"20191013000000"
"99730000"|"F1008933000019"|""|""|"P997306002201900000004"|"T997306002201900000010"|"20190319"|"20190320"|"许露露"|"11200028439709573453840002"|"8439709573453840"|"11"|"1"|"11200021234567890000000000"|"1234567890"|"11"|"null"|"342211198704067896"|"11"|"null"|"null"|"王晓"|""|""|"null"|"20190513"|"null"|""|"4000.00"|"null"|"C000006002201900000012"|"11"|"1"|"123123"|"103"|"0"|"13"|"null"|"C000006002201900000012"|"20191013000000"
"99730000"|"F1008933000019"|""|""|"P997306002201900000004"|"T997306002201900000010"|"20190319"|"20190320"|"许露露"|"11200028439709573453840002"|"8439709573453840"|"11"|"1"|"11200021234567890000000000"|"1234567890"|"11"|"null"|"342211198704067896"|"11"|"null"|"null"|"王晓"|""|""|"null"|"20190513"|"null"|""|"4000.00"|"null"|"C000006002201900000012"|"11"|"1"|"123123"|"103"|"0"|"13"|"null"|"C000006002201900000012"|"20191013000000"
"99730000"|"F1008933000019"|""|""|"P997306002201900000004"|"T997306002201900000010"|"20190319"|"20190320"|"许露露"|"11200028439709573453840002"|"8439709573453840"|"11"|"4"|"11200021234567893000000000"|"1234567893"|"11"|"null"|"342211198704067896"|"11"|"null"|"null"|"王晓"|""|""|"null"|"20190513"|"null"|""|"4000.00"|"null"|"C000006002201900000012"|"11"|"1"|"123123"|"103"|"0"|"13"|"null"|"C000006002201900000012"|"20191013000000"
"99730000"|"F1008933000019"|""|""|"P997306002201900000004"|"T997306002201900000010"|"20190319"|"20190320"|"许露露"|"11200028439709573453840002"|"8439709573453840"|"11"|"4"|"11200021234567893000000000"|"1234567893"|"11"|"null"|"342211198704067896"|"11"|"null"|"null"|"王晓"|""|""|"null"|"20190513"|"null"|""|"4000.00"|"null"|"C000006002201900000012"|"11"|"1"|"123123"|"103"|"0"|"13"|"null"|"C000006002201900000012"|"20191013000000"
"99730000"|"F1008933000019"|""|""|"P997306002201900000004"|"T997306002201900000010"|"20190319"|"20190320"|"许露露"|"11200028439709573453840002"|"8439709573453840"|"11"|"3"|"11200021234567892000000000"|"1234567892"|"11"|"大头2"|"123456789"|"11"|"null"|"null"|"王晓"|""|""|"null"|"20190513"|"null"|""|"4000.00"|"null"|"C000006002201900000012"|"11"|"1"|"123123"|"103"|"0"|"13"|"null"|"C000006002201900000012"|"20191013000000"
"99730000"|"F1008933000019"|""|""|"P997306002201900000004"|"T997306002201900000010"|"20190319"|"20190320"|"许露露"|"11200028439709573453840002"|"8439709573453840"|"11"|"3"|"11200021234567892000000000"|"1234567892"|"11"|"大头2"|"123456789"|"11"|"null"|"null"|"王晓"|""|""|"null"|"20190513"|"null"|""|"4000.00"|"null"|"C000006002201900000012"|"11"|"1"|"123123"|"103"|"0"|"13"|"null"|"C000006002201900000012"|"20191013000000"
"99730000"|"F1008933000019"|""|""|"P997306002201900000004"|"T997306002201900000010"|"20190319"|"20190320"|"许露露"|"11200028439709573453840002"|"8439709573453840"|"11"|"2"|"11200021234567891000000000"|"1234567891"|"11"|"null"|"12346"|"11"|"null"|"null"|"王晓"|""|""|"null"|"20190513"|"null"|""|"4000.00"|"null"|"C000006002201900000012"|"11"|"1"|"123123"|"103"|"0"|"13"|"null"|"C000006002201900000012"|"20191013000000"
"99730000"|"F1008933000019"|""|""|"P997306002201900000004"|"T997306002201900000010"|"20190319"|"20190320"|"许露露"|"11200028439709573453840002"|"8439709573453840"|"11"|"2"|"11200021234567891000000000"|"1234567891"|"11"|"null"|"12346"|"11"|"null"|"null"|"王晓"|""|""|"null"|"20190513"|"null"|""|"4000.00"|"null"|"C000006002201900000012"|"11"|"1"|"123123"|"103"|"0"|"13"|"null"|"C000006002201900000012"|"20191013000000"
"99730000"|"F1008933000019"|""|""|"P997306002201900000004"|"T997306002201900000010"|"20190319"|"20190320"|"许露露"|"11200028439709573453840002"|"8439709573453840"|"11"|"1"|"11200021234567890000000000"|"1234567890"|"11"|"null"|"342211198704067896"|"11"|"null"|"null"|"王晓"|""|""|"null"|"20190514"|"null"|""|"10500.00"|"null"|"C000006002201900000009"|"11"|"1"|"C000006002201900000009"|"103"|"0"|"13"|"null"|"C000006002201900000009"|"20191013000000"
"99730000"|"F1008933000019"|""|""|"P997306002201900000004"|"T997306002201900000010"|"20190319"|"20190320"|"许露露"|"11200028439709573453840002"|"8439709573453840"|"11"|"1"|"11200021234567890000000000"|"1234567890"|"11"|"null"|"342211198704067896"|"11"|"null"|"null"|"王晓"|""|""|"null"|"20190514"|"null"|""|"10500.00"|"null"|"C000006002201900000009"|"11"|"1"|"C000006002201900000009"|"103"|"0"|"13"|"null"|"C000006002201900000009"|"20191013000000"
"99730000"|"F1008933000019"|""|""|"P997306002201900000004"|"T997306002201900000010"|"20190319"|"20190320"|"许露露"|"11200028439709573453840002"|"8439709573453840"|"11"|"4"|"11200021234567893000000000"|"1234567893"|"11"|"null"|"342211198704067896"|"11"|"null"|"null"|"王晓"|""|""|"null"|"20190514"|"null"|""|"10500.00"|"null"|"C000006002201900000009"|"11"|"1"|"C000006002201900000009"|"103"|"0"|"13"|"null"|"C000006002201900000009"|"20191013000000"
"99730000"|"F1008933000019"|""|""|"P997306002201900000004"|"T997306002201900000010"|"20190319"|"20190320"|"许露露"|"11200028439709573453840002"|"8439709573453840"|"11"|"4"|"11200021234567893000000000"|"1234567893"|"11"|"null"|"342211198704067896"|"11"|"null"|"null"|"王晓"|""|""|"null"|"20190514"|"null"|""|"10500.00"|"null"|"C000006002201900000009"|"11"|"1"|"C000006002201900000009"|"103"|"0"|"13"|"null"|"C000006002201900000009"|"20191013000000"
"99730000"|"F1008933000019"|""|""|"P997306002201900000004"|"T997306002201900000010"|"20190319"|"20190320"|"许露露"|"11200028439709573453840002"|"8439709573453840"|"11"|"7"|"11200021234567896000000000"|"1234567896"|"11"|"null"|"342211198704067896"|"11"|"null"|"null"|"王晓"|""|""|"null"|"20190514"|"null"|""|"10500.00"|"null"|"C000006002201900000009"|"11"|"1"|"C000006002201900000009"|"103"|"0"|"13"|"null"|"C000006002201900000009"|"20191013000000"
"99730000"|"F1008933000019"|""|""|"P997306002201900000004"|"T997306002201900000010"|"20190319"|"20190320"|"许露露"|"11200028439709573453840002"|"8439709573453840"|"11"|"7"|"11200021234567896000000000"|"1234567896"|"11"|"null"|"342211198704067896"|"11"|"null"|"null"|"王晓"|""|""|"null"|"20190514"|"null"|""|"10500.00"|"null"|"C000006002201900000009"|"11"|"1"|"C000006002201900000009"|"103"|"0"|"13"|"null"|"C000006002201900000009"|"20191013000000"
"99730000"|"F1008933000019"|""|""|"P997306002201900000004"|"T997306002201900000010"|"20190319"|"20190320"|"许露露"|"11200028439709573453840002"|"8439709573453840"|"11"|"2"|"11200021234567891000000000"|"1234567891"|"11"|"null"|"12346"|"11"|"null"|"null"|"王晓"|""|""|"null"|"20190514"|"null"|""|"10500.00"|"null"|"C000006002201900000009"|"11"|"1"|"C000006002201900000009"|"103"|"0"|"13"|"null"|"C000006002201900000009"|"20191013000000"
"99730000"|"F1008933000019"|""|""|"P997306002201900000004"|"T997306002201900000010"|"20190319"|"20190320"|"许露露"|"11200028439709573453840002"|"8439709573453840"|"11"|"2"|"11200021234567891000000000"|"1234567891"|"11"|"null"|"12346"|"11"|"null"|"null"|"王晓"|""|""|"null"|"20190514"|"null"|""|"10500.00"|"null"|"C000006002201900000009"|"11"|"1"|"C000006002201900000009"|"103"|"0"|"13"|"null"|"C000006002201900000009"|"20191013000000"
"99730000"|"F1008933000019"|""|""|"P997306002201900000024"|"T997306002201900000083"|"20190712"|"20190701"|"魏无羡"|"11200024315145140000000000"|"431514514"|"11"|"瑶瑶"|"11200061234620000000000000"|"123462"|"11"|"null"|"123456789"|"11"|"null"|"null"|"魏无羡"|""|""|"null"|"20190715"|"null"|""|"3000000.00"|"null"|"C000006002201900000017"|"10"|"瑶瑶"|"6666666"|"105"|"0"|"14"|"null"|"C000006002201900000017"|"20191013000000"
"99730000"|"F1008933000019"|""|""|"P997306002201900000024"|"T997306002201900000083"|"20190712"|"20190701"|"魏无羡"|"11200024315145140000000000"|"431514514"|"11"|"瑶瑶"|"11200061234620000000000000"|"123462"|"11"|"null"|"123456789"|"11"|"null"|"null"|"魏无羡"|""|""|"null"|"20190828"|"null"|""|"3000000.00"|"null"|"C000006002201900000017"|"10"|"瑶瑶"|"6666666"|"105"|"0"|"14"|"null"|"C000006002201900000017"|"20191013000000"
"99730000"|"F1008933000019"|""|""|"P997306002201900000024"|"T997306002201900000083"|"20190712"|"20190701"|"魏无羡"|"11200024315145140000000000"|"431514514"|"11"|"瑶瑶"|"11200061234620000000000000"|"123462"|"11"|"null"|"123456789"|"11"|"null"|"null"|"魏无羡"|""|""|"null"|"20190904"|"null"|""|"3000000.00"|"null"|"C000006002201900000017"|"10"|"瑶瑶"|"6666666"|"105"|"0"|"14"|"null"|"C000006002201900000017"|"20191013000000"
"99730000"|"F1008933000019"|""|""|"P997306002201900000024"|"T997306002201900000083"|"20190712"|"20190701"|"魏无羡"|"11200024315145140000000000"|"431514514"|"11"|"瑶瑶"|"11200061234620000000000000"|"123462"|"11"|"null"|"123456789"|"11"|"null"|"null"|"魏无羡"|""|""|"null"|"20190715"|"null"|""|"2500000.00"|"null"|"C000006002201900000017"|"10"|"瑶瑶"|"6666666"|"105"|"0"|"14"|"null"|"C000006002201900000017"|"20191013000000"
"99730000"|"F1008933000019"|""|""|"P997306002201900000024"|"T997306002201900000083"|"20190712"|"20190701"|"魏无羡"|"11200024315145140000000000"|"431514514"|"11"|"瑶瑶"|"11200061234620000000000000"|"123462"|"11"|"null"|"123456789"|"11"|"null"|"null"|"魏无羡"|""|""|"null"|"20190828"|"null"|""|"2500000.00"|"null"|"C000006002201900000017"|"10"|"瑶瑶"|"6666666"|"105"|"0"|"14"|"null"|"C000006002201900000017"|"20191013000000"
"99730000"|"F1008933000019"|""|""|"P997306002201900000024"|"T997306002201900000083"|"20190712"|"20190701"|"魏无羡"|"11200024315145140000000000"|"431514514"|"11"|"瑶瑶"|"11200061234620000000000000"|"123462"|"11"|"null"|"123456789"|"11"|"null"|"null"|"魏无羡"|""|""|"null"|"20190904"|"null"|""|"2500000.00"|"null"|"C000006002201900000017"|"10"|"瑶瑶"|"6666666"|"105"|"0"|"14"|"null"|"C000006002201900000017"|"20191013000000"
"99730000"|"F1008933000019"|""|""|"P997306002201900000024"|"T997306002201900000083"|"20190712"|"20190701"|"魏无羡"|"11200024315145140000000000"|"431514514"|"11"|"瑶瑶"|"11200061234620000000000000"|"123462"|"11"|"null"|"123456789"|"11"|"null"|"null"|"魏无羡"|""|""|"null"|"20190715"|"null"|""|"1000.00"|"null"|"C000006002201900000017"|"10"|"瑶瑶"|"6666666"|"105"|"0"|"14"|"null"|"C000006002201900000017"|"20191013000000"
"99730000"|"F1008933000019"|""|""|"P997306002201900000024"|"T997306002201900000083"|"20190712"|"20190701"|"魏无羡"|"11200024315145140000000000"|"431514514"|"11"|"瑶瑶"|"11200061234620000000000000"|"123462"|"11"|"null"|"123456789"|"11"|"null"|"null"|"魏无羡"|""|""|"null"|"20190828"|"null"|""|"1000.00"|"null"|"C000006002201900000017"|"10"|"瑶瑶"|"6666666"|"105"|"0"|"14"|"null"|"C000006002201900000017"|"20191013000000"
"99730000"|"F1008933000019"|""|""|"P997306002201900000024"|"T997306002201900000083"|"20190712"|"20190701"|"魏无羡"|"11200024315145140000000000"|"431514514"|"11"|"瑶瑶"|"11200061234620000000000000"|"123462"|"11"|"null"|"123456789"|"11"|"null"|"null"|"魏无羡"|""|""|"null"|"20190904"|"null"|""|"1000.00"|"null"|"C000006002201900000017"|"10"|"瑶瑶"|"6666666"|"105"|"0"|"14"|"null"|"C000006002201900000017"|"20191013000000"
"99730000"|"F1008933000019"|""|""|"P997306002201900000024"|"T997306002201900000083"|"20190712"|"20190701"|"魏无羡"|"11200024315145140000000000"|"431514514"|"11"|"瑶瑶"|"11200061234620000000000000"|"123462"|"11"|"null"|"123456789"|"11"|"null"|"null"|"魏无羡"|""|""|"null"|"20190715"|"null"|""|"5000.00"|"null"|"C000006002201900000017"|"10"|"瑶瑶"|"6666666"|"105"|"0"|"14"|"null"|"C000006002201900000017"|"20191013000000"
"99730000"|"F1008933000019"|""|""|"P997306002201900000024"|"T997306002201900000083"|"20190712"|"20190701"|"魏无羡"|"11200024315145140000000000"|"431514514"|"11"|"瑶瑶"|"11200061234620000000000000"|"123462"|"11"|"null"|"123456789"|"11"|"null"|"null"|"魏无羡"|""|""|"null"|"20190828"|"null"|""|"5000.00"|"null"|"C000006002201900000017"|"10"|"瑶瑶"|"6666666"|"105"|"0"|"14"|"null"|"C000006002201900000017"|"20191013000000"
"99730000"|"F1008933000019"|""|""|"P997306002201900000024"|"T997306002201900000083"|"20190712"|"20190701"|"魏无羡"|"11200024315145140000000000"|"431514514"|"11"|"瑶瑶"|"11200061234620000000000000"|"123462"|"11"|"null"|"123456789"|"11"|"null"|"null"|"魏无羡"|""|""|"null"|"20190904"|"null"|""|"5000.00"|"null"|"C000006002201900000017"|"10"|"瑶瑶"|"6666666"|"105"|"0"|"14"|"null"|"C000006002201900000017"|"20191013000000"
"99730000"|"F1008933000019"|""|""|"P997306002201900000024"|"T997306002201900000083"|"20190712"|"20190701"|"魏无羡"|"11200024315145140000000000"|"431514514"|"11"|"瑶瑶"|"11200061234620000000000000"|"123462"|"11"|"null"|"123456789"|"11"|"null"|"null"|"魏无羡"|""|""|"null"|"20190715"|"null"|""|"2000.00"|"null"|"C000006002201900000017"|"10"|"瑶瑶"|"6666666"|"105"|"0"|"14"|"null"|"C000006002201900000017"|"20191013000000"
"99730000"|"F1008933000019"|""|""|"P997306002201900000024"|"T997306002201900000083"|"20190712"|"20190701"|"魏无羡"|"11200024315145140000000000"|"431514514"|"11"|"瑶瑶"|"11200061234620000000000000"|"123462"|"11"|"null"|"123456789"|"11"|"null"|"null"|"魏无羡"|""|""|"null"|"20190828"|"null"|""|"2000.00"|"null"|"C000006002201900000017"|"10"|"瑶瑶"|"6666666"|"105"|"0"|"14"|"null"|"C000006002201900000017"|"20191013000000"
"99730000"|"F1008933000019"|""|""|"P997306002201900000024"|"T997306002201900000083"|"20190712"|"20190701"|"魏无羡"|"11200024315145140000000000"|"431514514"|"11"|"瑶瑶"|"11200061234620000000000000"|"123462"|"11"|"null"|"123456789"|"11"|"null"|"null"|"魏无羡"|""|""|"null"|"20190904"|"null"|""|"2000.00"|"null"|"C000006002201900000017"|"10"|"瑶瑶"|"6666666"|"105"|"0"|"14"|"null"|"C000006002201900000017"|"20191013000000"
"99730000"|"F1008933000019"|""|""|"P997306002201900000024"|"T997306002201900000083"|"20190712"|"20190701"|"魏无羡"|"11200024315145140000000000"|"431514514"|"11"|"瑶瑶"|"11200061234620000000000000"|"123462"|"11"|"null"|"123456789"|"11"|"null"|"null"|"魏无羡"|""|""|"null"|"20190715"|"null"|""|"6000000.00"|"null"|"C000006002201900000017"|"10"|"张三"|"44444444"|"105"|"0"|"14"|"null"|"C000006002201900000017"|"20191013000000"
"99730000"|"F1008933000019"|""|""|"P997306002201900000024"|"T997306002201900000083"|"20190712"|"20190701"|"魏无羡"|"11200024315145140000000000"|"431514514"|"11"|"瑶瑶"|"11200061234620000000000000"|"123462"|"11"|"null"|"123456789"|"11"|"null"|"null"|"魏无羡"|""|""|"null"|"20190828"|"null"|""|"6000000.00"|"null"|"C000006002201900000017"|"10"|"张三"|"44444444"|"105"|"0"|"14"|"null"|"C000006002201900000017"|"20191013000000"
"99730000"|"F1008933000019"|""|""|"P997306002201900000024"|"T997306002201900000083"|"20190712"|"20190701"|"魏无羡"|"11200024315145140000000000"|"431514514"|"11"|"瑶瑶"|"11200061234620000000000000"|"123462"|"11"|"null"|"123456789"|"11"|"null"|"null"|"魏无羡"|""|""|"null"|"20190904"|"null"|""|"6000000.00"|"null"|"C000006002201900000017"|"10"|"张三"|"44444444"|"105"|"0"|"14"|"null"|"C000006002201900000017"|"20191013000000"
"99730000"|"F1008933000019"|""|""|"P997306002201900000024"|"T997306002201900000083"|"20190712"|"20190701"|"魏无羡"|"11200024315145140000000000"|"431514514"|"11"|"瑶瑶"|"11200061234620000000000000"|"123462"|"11"|"null"|"123456789"|"11"|"null"|"null"|"魏无羡"|""|""|"null"|"20190715"|"null"|""|"5500000.00"|"null"|"C000006002201900000017"|"10"|"瑶瑶"|"5555555"|"105"|"0"|"14"|"null"|"C000006002201900000017"|"20191013000000"
