company_code1|company_code2|company_code3|pol_no|app_no|ins_state|sale_type|sale_name|ins_date|eff_date|app_name|app_cst_no|app_id_type|app_id_no|ins_name|ins_cst_no|ins_id_no|ins_cus_pro|relation|legal_type|benefit_cus_pro|benefit_name|benefit_cst_no|benefit_id_no|ins_no|cur_code|pre_amt|usd_amt|prof_type|del_way|del_period|limit|subject|tsf_flag|acc_name|acc_no|acc_bank|receipt_no|pt
"99730000"|"F1008933000019"|"99730000"|"P997304805201800000005"|"T997304805201800000006"|"11"|"17"|"null"|"20180712"|"20180713"|"许露露"|"11200032380794739207902303"|"12"|"23807947392079023"|"许露露"|"11200032380794739207902303"|"23807947392079023"|"11"|"17"|""|"1"|"许露露"|"11200023287039790397830232"|"3287039790397830232"|"04805"|"CNY"|"1070600.11"|"null"|"12"|"11"|"14"|"1"|""|"10"|"null"|"null"|"null"|"T997304805201800000006"|"20191013000000"
"99730000"|"F1008933000019"|"99730000"|"P997306001201800000001"|"T997306001201800000001"|"11"|"17"|"null"|"20180307"|"20180308"|"阿斯蒂芬09"|"11200091233300000000000000"|"18"|"12333"|"阿斯蒂芬09"|"11200091233300000000000000"|"12333"|"11"|"13"|""|"1"|"法定"|"11200021233000000000000000"|"1233"|"06001"|"CNY"|"1570.36"|"null"|"12"|"11"|"14"|"1"|""|"11"|"阿斯蒂芬09"|"19399901040059741"|"0"|"T997306001201800000001"|"20191013000000"
"99730000"|"F1008933000019"|"99730000"|"P997306001201800000003"|"T997306001201800000003"|"11"|"17"|"null"|"20180307"|"20180308"|"阿斯蒂芬09"|"11200091233300000000000000"|"18"|"12333"|"阿斯蒂芬09"|"11200091233300000000000000"|"12333"|"11"|"13"|""|"1"|"法定"|"11200021233000000000000000"|"1233"|"06001"|"CNY"|"11660.00"|"null"|"12"|"11"|"14"|"1"|""|"11"|"阿斯蒂芬09"|"19399901040059741"|"0"|"T997306001201800000003"|"20191013000000"
"99730000"|"F1008933000019"|"99730000"|"P997306001201800000008"|"T997306001201800000011"|"11"|"17"|"null"|"20180313"|"20180314"|"大头"|"11200014401021980031632320"|"11"|"440102198003163232"|"大头"|"11200014401021980031632320"|"440102198003163232"|"11"|"11"|""|"1"|"张三"|"11200022342342342343240004"|"234234234234324"|"06001"|"CNY"|"6630.30"|"null"|"12"|"11"|"14"|"1"|""|"11"|"个人意外伤害保险UAT测试验证"|"19399901040059741"|"0"|"T997306001201800000011"|"20191013000000"
"99730000"|"F1008933000019"|"99730000"|"P997306001201800000008"|"T997306001201800000011"|"11"|"17"|"null"|"20180313"|"20180314"|"大头"|"11200014401021980031632320"|"11"|"440102198003163232"|"大头"|"11200014401021980031632320"|"440102198003163232"|"11"|"11"|""|"1"|"晚会"|"11200022343242343240000004"|"234324234324"|"06001"|"CNY"|"6630.30"|"null"|"12"|"11"|"14"|"1"|""|"11"|"个人意外伤害保险UAT测试验证"|"19399901040059741"|"0"|"T997306001201800000011"|"20191013000000"
"99730000"|"F1008933000019"|"99730000"|"P997306001201800000009"|"T997306001201800000017"|"11"|"17"|"null"|"20180315"|"20180316"|"大头"|"11200014401021980031632320"|"11"|"440102198003163232"|"大头"|"11200014401021980031632320"|"440102198003163232"|"11"|"11"|""|"1"|"张三丰"|"11200093243242140000000000"|"324324214"|"06001"|"CNY"|"996.40"|"null"|"12"|"11"|"14"|"1"|""|"11"|"UAT测试津贴险保费计算"|"19399901040059741"|"0"|"T997306001201800000017"|"20191013000000"
"99730000"|"F1008933000019"|"99730000"|"P997306001201800000009"|"T997306001201800000017"|"11"|"17"|"null"|"20180315"|"20180316"|"大头"|"11200014401021980031632320"|"11"|"440102198003163232"|"大头"|"11200014401021980031632320"|"440102198003163232"|"11"|"11"|""|"1"|"张世峰"|"11200092343242300000000000"|"23432423"|"06001"|"CNY"|"996.40"|"null"|"12"|"11"|"14"|"1"|""|"11"|"UAT测试津贴险保费计算"|"19399901040059741"|"0"|"T997306001201800000017"|"20191013000000"
"99730000"|"F1008933000019"|"99730000"|"P997306001201800000018"|"T997306001201800000032"|"11"|"17"|"null"|"20180523"|"20180524"|"许露露"|"11200021244412300000000000"|"13"|"12444123"|"许露露"|"11200021244412300000000000"|"12444123"|"11"|"12"|""|"1"|"123"|"11200032321000000000000000"|"2321"|"06001"|"CNY"|"2145.45"|"null"|"12"|"11"|"14"|"1"|""|"11"|"软通ZH"|"19399901040059741"|"0"|"T997306001201800000032"|"20191013000000"
"99730000"|"F1008933000019"|"99730000"|"P997306001201800000019"|"T997306001201800000034"|"11"|"17"|"null"|"20180611"|"20180612"|"许露露"|"11200021244412300000000000"|"13"|"12444123"|"许露露"|"11200021244412300000000000"|"12444123"|"11"|"12"|""|"1"|"123"|"11200032321000000000000000"|"2321"|"06001"|"CNY"|"2438.00"|"null"|"12"|"11"|"14"|"1"|""|"10"|"null"|"null"|"null"|"T997306001201800000034"|"20191013000000"
"99730000"|"F1008933000019"|"99730000"|"P997306001201800000020"|"T997306001201800000036"|"12"|"17"|"null"|"20180611"|"20180612"|"许露露"|"11200021244412300000000000"|"13"|"12444123"|"许露露"|"11200021244412300000000000"|"12444123"|"11"|"12"|""|"1"|"123"|"11200032321000000000000000"|"2321"|"06001"|"CNY"|"0.00"|"null"|"12"|"11"|"14"|"1"|""|"10"|"null"|"null"|"null"|"T997306001201800000036"|"20191013000000"
"99730000"|"F1008933000019"|"99730000"|"P997306001201800000021"|"T997306001201800000038"|"12"|"17"|"null"|"20180611"|"20180611"|"许露露"|"11200021244412300000000000"|"13"|"12444123"|"许露露"|"11200021244412300000000000"|"12444123"|"11"|"12"|""|"1"|"123"|"11200032321000000000000000"|"2321"|"06001"|"CNY"|"6.68"|"null"|"12"|"11"|"14"|"1"|""|"10"|"null"|"null"|"null"|"T997306001201800000038"|"20191013000000"
"99730000"|"F1008933000019"|"99730000"|"P997306001201800000022"|"T997306001201800000040"|"12"|"17"|"null"|"20180611"|"20180612"|"许露露"|"11200021244412300000000000"|"13"|"12444123"|"许露露"|"11200021244412300000000000"|"12444123"|"11"|"12"|""|"1"|"123"|"11200032321000000000000000"|"2321"|"06001"|"CNY"|"0.00"|"null"|"12"|"11"|"14"|"1"|""|"10"|"null"|"null"|"null"|"T997306001201800000040"|"20191013000000"
"99730000"|"F1008933000019"|"99730000"|"P997306001201800000023"|"T997306001201800000044"|"11"|"17"|"null"|"20180619"|"20180620"|"许露露"|"11200021244412300000000000"|"13"|"12444123"|"许露露"|"11200021244412300000000000"|"12444123"|"11"|"12"|""|"1"|"123"|"11200032321000000000000000"|"2321"|"06001"|"CNY"|"4876.00"|"null"|"12"|"11"|"14"|"1"|""|"10"|"null"|"null"|"null"|"T997306001201800000044"|"20191013000000"
"99730000"|"F1008933000019"|"99730000"|"P997306001201800000032"|"T997306001201800000063"|"11"|"17"|"null"|"20181114"|"20181115"|"测试数据"|"11200053124343245436000000"|"14"|"3124343245436"|"测试数据"|"11200065123243255000000000"|"5123243255"|"11"|"17"|""|"1"|"hello"|"11200061232423512000000000"|"1232423512"|"06001"|"CNY"|"2438.00"|"null"|"12"|"11"|"14"|"1"|""|"10"|"null"|"null"|"null"|"T997306001201800000063"|"20191013000000"
"99730000"|"F1008933000019"|"99730000"|"P997306001201900000046"|"T997306001201900000083"|"11"|"17"|"null"|"20190809"|"20190810"|"许露露"|"11200094896570570345450000"|"18"|"489657057034545"|"许露露"|"11200094896570570345450000"|"489657057034545"|"11"|"17"|""|"1"|"许露露"|"11200044960740657490600006"|"49607406574906"|"06001"|"CNY"|"60.21"|"null"|"12"|"11"|"14"|"1"|""|"10"|"null"|"null"|"null"|"T997306001201900000083"|"20191013000000"
"99730000"|"F1008933000019"|"99730000"|"P997306019201900000028"|"T997306019201900000066"|"11"|"17"|"null"|"20190807"|"20190808"|"张三"|"11200014601061978041512286"|"11"|"460106197804151228"|"张三"|"11200014601061978041512286"|"460106197804151228"|"11"|"11"|""|"1"|"wetewtr"|"11200014601061978041512266"|"460106197804151226"|"06019"|"CNY"|"53.00"|"null"|"12"|"11"|"14"|"1"|""|"11"|"欧阳组合"|"null"|"null"|"T997306019201900000066"|"20191013000000"
"99730000"|"F1008933000019"|"99730000"|"P997306019201900000028"|"T997306019201900000066"|"11"|"17"|"null"|"20190807"|"20190808"|"张三"|"11200014601061978041512286"|"11"|"460106197804151228"|"张三"|"11200014601061978041512286"|"460106197804151228"|"11"|"11"|""|"1"|"1243123"|"11200014601061978041512276"|"460106197804151227"|"06019"|"CNY"|"53.00"|"null"|"12"|"11"|"14"|"1"|""|"11"|"欧阳组合"|"null"|"null"|"T997306019201900000066"|"20191013000000"
"99730000"|"F1008933000019"|"99730000"|"P997306019201900000029"|"T997306019201900000067"|"11"|"17"|"null"|"20190813"|"20190814"|"张三"|"11200014601061978041512286"|"11"|"460106197804151228"|"张三"|"11200014601061978041512286"|"460106197804151228"|"11"|"11"|""|"1"|"wetewtr"|"11200014601061978041512266"|"460106197804151226"|"06019"|"CNY"|"752.60"|"null"|"12"|"11"|"14"|"1"|""|"11"|"许露露"|"null"|"null"|"T997306019201900000067"|"20191013000000"
"99730000"|"F1008933000019"|"99730000"|"P997306019201900000029"|"T997306019201900000067"|"11"|"17"|"null"|"20190813"|"20190814"|"张三"|"11200014601061978041512286"|"11"|"460106197804151228"|"张三"|"11200014601061978041512286"|"460106197804151228"|"11"|"11"|""|"1"|"1243123"|"11200014601061978041512276"|"460106197804151227"|"06019"|"CNY"|"752.60"|"null"|"12"|"11"|"14"|"1"|""|"11"|"许露露"|"null"|"null"|"T997306019201900000067"|"20191013000000"
"99730000"|"F1008933000019"|"99730000"|"P997306038201800000011"|"T997306038201800000023"|"11"|"17"|"null"|"20180528"|"20180529"|"太平科技保险股份有限公司借款人意外险"|"11200093424234324232424238"|"18"|"34242343242324242342"|"太平科技保险股份有限公司借款人意外险"|"11200093424234324232424238"|"34242343242324242342"|"11"|"11"|""|"1"|"银行名称"|"11200092356743134000000000"|"2356743134"|"06038"|"CNY"|"233.20"|"null"|"12"|"11"|"14"|"1"|""|"11"|"太平科技保险股份有限公司借款人意外险"|"19399901040059741"|"0"|"T997306038201800000023"|"20191013000000"
"99730000"|"F1008933000019"|"99730000"|"P997306038201800000011"|"T997306038201800000023"|"11"|"17"|"null"|"20180528"|"20180529"|"太平科技保险股份有限公司借款人意外险"|"11200093424234324232424238"|"18"|"34242343242324242342"|"太平科技保险股份有限公司借款人意外险"|"11200093424234324232424238"|"34242343242324242342"|"11"|"11"|""|"1"|"号阿舒服多了看是否"|"11200092133245432500000000"|"21332454325"|"06038"|"CNY"|"233.20"|"null"|"12"|"11"|"14"|"1"|""|"11"|"太平科技保险股份有限公司借款人意外险"|"19399901040059741"|"0"|"T997306038201800000023"|"20191013000000"
"99730000"|"F1008933000019"|"99730000"|"P997306038201800000011"|"T997306038201800000023"|"11"|"17"|"null"|"20180528"|"20180529"|"太平科技保险股份有限公司借款人意外险"|"11200093424234324232424238"|"18"|"34242343242324242342"|"太平科技保险股份有限公司借款人意外险"|"11200093424234324232424238"|"34242343242324242342"|"11"|"11"|""|"1"|"我饿挖皮"|"11200094357853245000000000"|"4357853245"|"06038"|"CNY"|"233.20"|"null"|"12"|"11"|"14"|"1"|""|"11"|"太平科技保险股份有限公司借款人意外险"|"19399901040059741"|"0"|"T997306038201800000023"|"20191013000000"
"99730000"|"F1008933000019"|"99730000"|"P997306038201800000014"|"T997306038201800000030"|"11"|"17"|"null"|"20180620"|"20180621"|"方磊"|"11200021451514000000000000"|"13"|"1451514"|"方磊"|"11200021451514000000000000"|"1451514"|"11"|"11"|""|"1"|"笑笑"|"11200025443725200000000000"|"54437252"|"06038"|"CNY"|"127.20"|"null"|"12"|"11"|"14"|"1"|""|"11"|"方磊"|"19399901040059741"|"null"|"T997306038201800000030"|"20191013000000"
"99730000"|"F1008933000019"|"99730000"|"P997306038201800000016"|"T997306038201800000031"|"11"|"17"|"null"|"20180622"|"20180623"|"借款人意外伤害UAT测试"|"11200013302021983041832323"|"11"|"330202198304183232"|"借款人意外伤害UAT测试"|"11200013302021983041832323"|"330202198304183232"|"11"|"11"|""|"1"|"招商银行浙江分行"|"11200092143243232423400000"|"21432432324234"|"06038"|"CNY"|"10600.00"|"null"|"12"|"11"|"14"|"1"|""|"11"|"借款人意外伤害UAT测试"|"19399901040059741"|"null"|"T997306038201800000031"|"20191013000000"
"99730000"|"F1008933000019"|"99730000"|"P997306038201800000016"|"T997306038201800000031"|"11"|"17"|"null"|"20180622"|"20180623"|"借款人意外伤害UAT测试"|"11200013302021983041832323"|"11"|"330202198304183232"|"借款人意外伤害UAT测试"|"11200013302021983041832323"|"330202198304183232"|"11"|"11"|""|"1"|"历史"|"11200092343243242342343240"|"234324324234234324"|"06038"|"CNY"|"10600.00"|"null"|"12"|"11"|"14"|"1"|""|"11"|"借款人意外伤害UAT测试"|"19399901040059741"|"null"|"T997306038201800000031"|"20191013000000"
"99730000"|"F1008933000019"|"99730000"|"P997306038201800000017"|"T997306038201800000033"|"11"|"17"|"null"|"20180626"|"20180627"|"方磊"|"11200021451514000000000000"|"13"|"1451514"|"方磊"|"11200021451514000000000000"|"1451514"|"11"|"11"|""|"1"|"笑笑"|"11200025443725200000000000"|"54437252"|"06038"|"CNY"|"127.20"|"null"|"12"|"11"|"14"|"1"|""|"10"|"null"|"null"|"null"|"T997306038201800000033"|"20191013000000"
"99730000"|"F1008933000019"|"99730000"|"P997306038201800000020"|"T997306038201800000040"|"11"|"17"|"null"|"20180626"|"20180627"|"借款人"|"11200091232131232141240002"|"18"|"123213123214124"|"借款人"|"11200091232131232141240002"|"123213123214124"|"11"|"11"|""|"0"|"招商银行杭州分行"|"21001111232132143210000001"|"123213214321"|"06038"|"CNY"|"1060.00"|"null"|"12"|"11"|"14"|"1"|""|"11"|"借款人"|"19399901040059741"|"null"|"T997306038201800000040"|"20191013000000"
"99730000"|"F1008933000019"|"99730000"|"P997306038201800000021"|"T997306038201800000041"|"11"|"17"|"null"|"20180626"|"20190627"|"借款人"|"11200091232131232141240002"|"18"|"123213123214124"|"借款人"|"11200091232131232141240002"|"123213123214124"|"11"|"11"|""|"0"|"招商银行杭州分行"|"21001111232132143210000001"|"123213214321"|"06038"|"CNY"|"1166.00"|"null"|"12"|"11"|"14"|"1"|""|"11"|"借款人"|"null"|"null"|"T997306038201800000041"|"20191013000000"
"99730000"|"F1008933000019"|"99730000"|"P997306038201800000021"|"T997306038201800000041"|"11"|"17"|"null"|"20180626"|"20190627"|"借款人"|"11200091232131232141240002"|"18"|"123213123214124"|"借款人"|"11200091232131232141240002"|"123213123214124"|"11"|"11"|""|"1"|"zhangsan"|"11200091221312312300000000"|"12213123123"|"06038"|"CNY"|"1166.00"|"null"|"12"|"11"|"14"|"1"|""|"11"|"借款人"|"null"|"null"|"T997306038201800000041"|"20191013000000"
"99730000"|"F1008933000019"|"99730000"|"P997306038201800000021"|"T997306038201800000041"|"11"|"17"|"null"|"20180626"|"20190627"|"借款人"|"11200091232131232141240002"|"18"|"123213123214124"|"借款人"|"11200091232131232141240002"|"123213123214124"|"11"|"11"|""|"1"|"2222"|"11200041231230000000000000"|"123123"|"06038"|"CNY"|"1166.00"|"null"|"12"|"11"|"14"|"1"|""|"11"|"借款人"|"null"|"null"|"T997306038201800000041"|"20191013000000"
"99730000"|"F1008933000019"|"99730000"|"P997306038201900000002"|"T997306038201900000002"|"11"|"17"|"null"|"20190215"|"20190216"|"张三"|"11200014601061978041512286"|"11"|"460106197804151228"|"张三"|"11200014601061978041512286"|"460106197804151228"|"11"|"11"|""|"0"|"方磊"|"21001116145145145000000000"|"6145145145"|"06038"|"CNY"|"5618.00"|"null"|"12"|"11"|"14"|"1"|""|"11"|"欧阳组合"|"null"|"null"|"T997306038201900000002"|"20191013000000"
"99730000"|"F1008933000019"|"99730000"|"P997306038201900000002"|"T997306038201900000002"|"11"|"17"|"null"|"20190215"|"20190216"|"张三"|"11200014601061978041512286"|"11"|"460106197804151228"|"张三"|"11200014601061978041512286"|"460106197804151228"|"11"|"11"|""|"1"|"一一"|"11200025145145160000000000"|"514514516"|"06038"|"CNY"|"5618.00"|"null"|"12"|"11"|"14"|"1"|""|"11"|"欧阳组合"|"null"|"null"|"T997306038201900000002"|"20191013000000"
"99730000"|"F1008933000019"|"99730000"|"P997306202201800000010"|"T997306202201800000016"|"11"|"17"|"null"|"20180523"|"20180524"|"张三"|"11200092342343242345324000"|"18"|"2342343242345324"|"张三"|"11200092342343242345324000"|"2342343242345324"|"11"|"11"|""|"1"|"问题我去"|"11200092343243242300000000"|"23432432423"|"06202"|"CNY"|"11.66"|"null"|"12"|"11"|"14"|"1"|""|"11"|"张三"|"19399901040059741"|"0"|"T997306202201800000016"|"20191013000000"
"99730000"|"F1008933000019"|"99730000"|"P997306202201800000010"|"T997306202201800000016"|"11"|"17"|"null"|"20180523"|"20180524"|"张三"|"11200092342343242345324000"|"18"|"2342343242345324"|"张三"|"11200092342343242345324000"|"2342343242345324"|"11"|"11"|""|"1"|"我认为二维表"|"11200092133214000000000000"|"2133214"|"06202"|"CNY"|"11.66"|"null"|"12"|"11"|"14"|"1"|""|"11"|"张三"|"19399901040059741"|"0"|"T997306202201800000016"|"20191013000000"
"99730000"|"F1008933000019"|"99730000"|"P997306202201800000011"|"T997306202201800000025"|"11"|"17"|"null"|"20180524"|"20180525"|"张三"|"11200092342343242345324000"|"18"|"2342343242345324"|"张三"|"11200092342343242345324000"|"2342343242345324"|"11"|"11"|""|"1"|"问题我去"|"11200092343243242300000000"|"23432432423"|"06202"|"CNY"|"3376.10"|"null"|"12"|"11"|"14"|"1"|""|"10"|"null"|"null"|"null"|"T997306202201800000025"|"20191013000000"
"99730000"|"F1008933000019"|"99730000"|"P997306202201800000011"|"T997306202201800000025"|"11"|"17"|"null"|"20180524"|"20180525"|"张三"|"11200092342343242345324000"|"18"|"2342343242345324"|"张三"|"11200092342343242345324000"|"2342343242345324"|"11"|"11"|""|"1"|"我认为二维表"|"11200092133214000000000000"|"2133214"|"06202"|"CNY"|"3376.10"|"null"|"12"|"11"|"14"|"1"|""|"10"|"null"|"null"|"null"|"T997306202201800000025"|"20191013000000"
"99730000"|"F1008933000019"|"99730000"|"P997306202201900000004"|"T997306202201900000005"|"11"|"17"|"null"|"20190807"|"20190808"|"张三"|"11200014601061978041512286"|"11"|"460106197804151228"|"张三"|"11200014601061978041512286"|"460106197804151228"|"11"|"11"|""|"1"|"1243123"|"11200014601061978041512276"|"460106197804151227"|"06202"|"CNY"|"74.20"|"null"|"12"|"11"|"14"|"1"|""|"11"|"欧阳组合"|"null"|"null"|"T997306202201900000005"|"20191013000000"
"99730000"|"F1008933000019"|"99730000"|"P997307201201800000023"|"T997307201201800000038"|"11"|"17"|"null"|"20181127"|"20181128"|"watermelon"|"11200038000000043000000000"|"12"|"8000000043"|"watermelon"|"11200038000000043000000000"|"8000000043"|"11"|"11"|""|"1"|"432432"|"11200023424000000000000000"|"3424"|"07201"|"CNY"|"176.00"|"null"|"12"|"11"|"14"|"1"|""|"11"|"秦羽"|"null"|"null"|"T997307201201800000038"|"20191013000000"
"99730000"|"F1008933000019"|"99730000"|"P997307201201800000023"|"T997307201201800000038"|"11"|"17"|"null"|"20181127"|"20181128"|"watermelon"|"11200038000000043000000000"|"12"|"8000000043"|"watermelon"|"11200038000000043000000000"|"8000000043"|"11"|"11"|""|"1"|"4532454"|"11200025452000000000000000"|"5452"|"07201"|"CNY"|"176.00"|"null"|"12"|"11"|"14"|"1"|""|"11"|"秦羽"|"null"|"null"|"T997307201201800000038"|"20191013000000"
"99730000"|"F1008933000019"|"99730000"|"P997307201201800000023"|"T997307201201800000038"|"11"|"17"|"null"|"20181127"|"20181128"|"watermelon"|"11200038000000043000000000"|"12"|"8000000043"|"watermelon"|"11200038000000043000000000"|"8000000043"|"11"|"11"|""|"1"|"2342432"|"11200024242000000000000000"|"4242"|"07201"|"CNY"|"176.00"|"null"|"12"|"11"|"14"|"1"|""|"11"|"秦羽"|"null"|"null"|"T997307201201800000038"|"20191013000000"
"99730000"|"F1008933000019"|"99730000"|"P997307201201800000024"|"T997307201201800000039"|"11"|"17"|"null"|"20181127"|"20181128"|"许露露"|"11200023895794590475904301"|"13"|"38957945904759043"|"许露露"|"11200023895794590475904301"|"38957945904759043"|"11"|"12"|""|"1"|"测试"|"11200048473057904300000000"|"84730579043"|"07201"|"CNY"|"21.73"|"null"|"12"|"11"|"14"|"1"|""|"11"|"玉藻前葫芦兄弟黑科技股份有限公司"|"null"|"null"|"T997307201201800000039"|"20191013000000"
"99730000"|"F1008933000019"|"99730000"|"P997307201201800000024"|"T997307201201800000039"|"11"|"17"|"null"|"20181127"|"20181128"|"许露露"|"11200023895794590475904301"|"13"|"38957945904759043"|"许露露"|"11200023895794590475904301"|"38957945904759043"|"11"|"12"|""|"1"|"测试"|"11200053789456700000000000"|"37894567"|"07201"|"CNY"|"21.73"|"null"|"12"|"11"|"14"|"1"|""|"11"|"玉藻前葫芦兄弟黑科技股份有限公司"|"null"|"null"|"T997307201201800000039"|"20191013000000"
"99730000"|"F1008933000019"|"99730000"|"P997307201201800000022"|"T997307201201800000040"|"11"|"17"|"null"|"20181127"|"20181128"|"许露露"|"11200021244412300000000000"|"13"|"12444123"|"许露露"|"11200021244412300000000000"|"12444123"|"11"|"11"|""|"1"|"3213123"|"11200022313123000000000000"|"2313123"|"07201"|"CNY"|"46.00"|"null"|"12"|"11"|"14"|"1"|""|"11"|"玉藻前葫芦兄弟黑科技股份有限公司"|"null"|"null"|"T997307201201800000040"|"20191013000000"
"99730000"|"F1008933000019"|"99730000"|"P997307201201800000022"|"T997307201201800000040"|"11"|"17"|"null"|"20181127"|"20181128"|"许露露"|"11200021244412300000000000"|"13"|"12444123"|"许露露"|"11200021244412300000000000"|"12444123"|"11"|"11"|""|"1"|"324234"|"11200024234240000000000000"|"423424"|"07201"|"CNY"|"46.00"|"null"|"12"|"11"|"14"|"1"|""|"11"|"玉藻前葫芦兄弟黑科技股份有限公司"|"null"|"null"|"T997307201201800000040"|"20191013000000"
"99730000"|"F1008933000019"|"99730000"|"P997307201201800000025"|"T997307201201800000042"|"11"|"17"|"null"|"20181127"|"20181128"|"个人恶性肿瘤住院银保"|"11200091230984210934000007"|"18"|"1230984210934"|"个人恶性肿瘤住院银保"|"11200091230984210934000007"|"1230984210934"|"11"|"11"|""|"1"|"张三"|"11200092342342300000000000"|"23423423"|"07201"|"CNY"|"712.00"|"null"|"12"|"11"|"14"|"1"|""|"11"|"秦羽"|"null"|"null"|"T997307201201800000042"|"20191013000000"
